"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
11746,12/31/2023 0:00:00,5805,0,0,1056398,0,1,0,359464,0,0,0,0,0,0,0,0,0,0,0,0,3931645,14503882,7793583,10037298,2531607,38798015,0,0,0,0,0,0,0,-4332789,0,-33000,0,0,0,-33000,0,0,0,0,0,89605987,0,0,0,13,3036985,3036985,0,0,01/01/2023,261827,94819714,0,0,0,0,0,0,0,0,0,0,0,492451,0,0,-132865,0,0,101,3228539,0,0,0
11761,12/31/2023 0:00:00,5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4110316,0,0,0,0,0,0,0,0,,0,4588674,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0
11779,12/31/2023 0:00:00,5821,0,0,94611,0,1,0,49450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,2500000,1075000,2724000,0,6499000,0,0,0,49450,0,0,0,49450,0,0,0,0,0,37094254,0,0,0,0,0,0,0,0,01/01/2023,0,42759004,0,0,0,0,0,0,0,0,0,0,0,90645,0,0,-169112,0,0,0,0,0,0,0
11780,12/31/2023 0:00:00,5822,0,0,3058933,0,1,0,547999,0,0,0,0,0,0,0,0,0,0,0,0,4290488,10203996,10870582,30776599,0,56141665,0,0,0,0,0,0,0,-6856235,0,170000,0,0,17000,187000,0,0,0,0,0,182526268,0,0,0,0,0,0,0,0,07/01/2023,0,200275468,0,0,0,0,0,0,0,0,0,0,0,1451659,0,0,0,0,0,0,0,0,0,0
11782,12/31/2023 0:00:00,5823,0,0,198294,0,1,0,109253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223937,0,0,0,223937,0,0,0,0,0,14645568,0,0,0,0,0,0,0,0,Fiscal Year 2022,25000,16127698,0,0,0,0,0,0,0,0,0,0,0,91449,0,0,0,0,0,0,0,0,0,0
11783,12/31/2023 0:00:00,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144036,0,0,0,0,0,0,0,0,,0,219468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11786,12/31/2023 0:00:00,5826,0,0,399285,0,1,0,86395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5990000,3830000,799000,896000,0,11515000,0,0,0,19500,0,0,0,19500,0,0,0,0,0,47926544,0,0,0,0,0,0,0,0,01/01/2023,35037,53990141,0,0,0,0,0,0,0,0,0,0,0,212652,0,0,-4458,0,0,0,0,0,0,0
11793,12/31/2023 0:00:00,5832,0,17539679,6069920,5422572,1,0,3384184,0,0,0,0,0,0,0,0,0,0,0,0,18570840,20262269,18894838,14926238,323005,72977191,0,0,0,0,0,0,0,-5726404,0,3157949,0,0,13821,3171770,0,0,0,0,59088,542759629,0,0,0,2,48094,24047,0,0,Fiscal Year 2022,191155,592833132,0,0,0,0,0,0,0,0,0,0,0,2922392,0,0,0,0,0,0,0,0,0,0
11824,12/31/2023 0:00:00,5851,0,0,46053,0,1,0,392509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8490,243034,109019,0,0,360543,0,0,0,131173,0,0,0,131173,0,0,0,0,0,56930750,0,0,0,0,0,0,0,0,01/01/2023,0,70127456,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
11836,12/31/2023 0:00:00,5857,0,10683256,4212014,0,1,0,3445555,0,0,0,0,0,0,0,0,0,0,0,0,7896768,9234795,8047521,12381015,4124268,41684367,14404518,0,0,0,0,14404518,0,-4705935,0,2036106,0,0,0,2036106,0,0,0,0,0,793972307,0,0,0,0,0,0,0,0,04/01/2023,837511,857956978,0,0,0,0,0,0,0,0,0,0,0,5628879,0,0,-3011,0,0,0,0,0,0,0
11867,12/31/2023 0:00:00,5877,0,0,483219,0,1,0,249217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49200,0,0,0,49200,0,0,0,0,0,57402773,0,0,0,0,0,0,0,0,03/01/2023,0,63636698,0,0,0,0,0,0,0,0,0,0,0,151061,0,0,0,0,0,0,0,0,0,0
11870,12/31/2023 0:00:00,5879,0,0,824931,0,1,0,1590210,0,0,0,0,0,0,0,0,0,0,0,0,11174357,14443413,35272941,40235272,4699550,105825533,0,249000,248000,249000,0,746000,0,-15623277,0,1262900,0,0,0,1262900,0,0,0,0,0,347790187,0,0,0,0,0,0,0,0,04/01/2023,665855,363012199,0,0,0,0,0,0,0,0,0,0,0,2430190,0,0,-618638,0,0,768,9340148,0,0,0
11872,12/31/2023 0:00:00,5880,0,3513749,418419,28320,1,0,457494,0,0,0,0,0,0,0,0,0,0,0,0,19422276,11599530,1121875,1502049,0,33645729,0,0,0,0,0,0,0,-1028100,0,29000,0,0,0,29000,0,0,0,0,0,193115402,0,0,0,0,0,0,0,0,04/01/2023,458000,216792504,0,0,0,0,0,0,0,0,0,0,0,401764,0,0,0,0,0,0,0,0,0,0
11891,12/31/2023 0:00:00,5892,0,0,1078333,0,1,0,408842,0,0,0,0,0,0,0,0,0,821673,0,821673,0,0,0,788354,0,788354,2250000,8660000,750000,0,0,11660000,0,-3854,0,530014,0,0,0,530014,0,0,0,0,0,92662097,0,0,0,0,0,0,0,0,Fiscal Year 2022,94000,103095075,0,0,0,0,0,0,0,0,0,0,0,157697,0,66892,0,0,0,0,0,0,0,0
11900,12/31/2023 0:00:00,5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174631,0,0,0,0,0,0,0,0,,0,1355090,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0
11902,12/31/2023 0:00:00,5898,0,0,233915,0,1,0,58203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88792,0,0,0,88792,0,0,0,0,0,29260302,0,0,0,0,0,0,0,0,01/01/2023,34823,33712527,0,0,0,0,0,0,0,0,0,0,0,143247,0,0,0,0,0,0,0,0,0,0
11905,12/31/2023 0:00:00,5900,0,0,831429,100871,1,0,405460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747107,506289,26592,106413,0,1386401,0,0,0,94510,0,0,0,94510,0,0,0,0,0,63962880,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,75025261,0,0,0,0,0,0,0,0,0,0,0,595037,0,0,0,0,0,0,0,0,0,0
11906,12/31/2023 0:00:00,5901,0,0,157785,0,1,0,54712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444000,1194000,0,0,0,2638000,0,0,0,22999,0,0,0,22999,0,0,0,0,0,17606723,0,0,0,0,0,0,0,0,04/01/2023,33059,21292630,0,0,0,0,0,0,0,0,0,0,0,23490,0,0,0,0,0,0,0,0,0,0
11913,12/31/2023 0:00:00,5906,0,0,437490,0,1,0,256069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463685,0,463684,0,0,0,0,0,0,0,-36315,0,18992,0,0,0,18992,0,0,0,0,0,59916110,0,0,0,0,0,0,0,0,01/01/2023,456806,65309363,0,0,0,0,0,0,0,0,0,0,0,308337,0,0,0,0,0,0,0,0,0,0
11927,12/31/2023 0:00:00,5915,0,-11100,2130551,154143,1,0,351570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,204,0,0,0,0,0,85941469,0,0,0,0,0,0,0,0,01/01/2023,506714,94531230,0,0,0,0,0,0,0,0,0,0,0,916455,0,0,0,0,0,0,0,0,0,0
11942,12/31/2023 0:00:00,5921,0,0,2142879,639213,1,0,585735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255921,0,0,0,255921,0,0,0,0,0,46842999,0,0,0,0,0,0,0,0,01/01/2023,0,53247165,0,0,0,0,0,0,0,0,0,0,0,321632,0,0,0,0,0,0,0,0,0,0
11943,12/31/2023 0:00:00,5922,0,0,473385,133,1,0,72628,0,0,0,0,0,0,0,0,0,0,0,0,960830,3818455,233741,0,0,5013026,0,0,0,0,0,0,0,-176974,0,34000,0,0,0,34000,0,0,0,0,0,34843007,0,0,0,0,0,0,0,0,01/01/2023,14979,38331273,0,0,0,0,0,0,0,0,0,0,0,66439,0,0,-69709,0,0,0,0,0,0,0
11944,12/31/2023 0:00:00,5923,0,0,494201,0,1,0,188206,0,0,0,0,0,0,0,0,0,0,0,0,548173,219252,352655,173980,228897,1522957,0,0,0,0,0,0,0,-159962,0,88986,0,0,2300,91286,0,0,0,0,0,104708151,0,0,0,0,0,0,0,0,01/01/2023,-210094,114458258,0,0,0,0,0,0,0,0,0,0,0,66963,0,0,0,0,0,0,0,0,0,0
11949,12/31/2023 0:00:00,5926,0,0,121833,0,1,0,56499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50823,0,0,0,50823,0,0,0,0,0,22225734,0,0,0,0,0,0,0,0,Fiscal Year 2022,15157,25976228,0,0,0,0,0,0,0,0,0,0,0,69647,0,0,-7621,0,0,0,0,0,0,0
11950,12/31/2023 0:00:00,5927,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11889831,0,0,0,0,0,0,0,0,,0,19513330,0,0,0,0,0,0,0,0,0,0,0,9419,0,0,0,0,0,0,0,0,0,0
11953,12/31/2023 0:00:00,5930,0,0,1576176,0,1,0,164668,0,0,0,0,0,0,0,0,0,0,0,0,1485000,1993316,0,0,10670593,14148909,0,0,0,0,0,0,0,-1256628,0,134450,0,0,0,134450,0,0,0,0,0,73125841,0,0,0,0,0,0,0,0,01/01/2023,0,80172370,0,0,0,0,0,0,0,0,0,0,0,247412,0,0,0,0,0,0,0,0,0,0
11962,12/31/2023 0:00:00,5934,0,3672274,1472933,0,1,0,841908,0,0,0,0,0,0,0,0,0,0,0,0,29711,302490,5633710,4480327,0,10446237,0,0,0,0,0,0,0,-1489792,0,459235,0,0,0,459235,0,0,0,0,0,125050305,0,0,0,49,6552353,2121209,0,0,10/01/2023,190929,136237337,0,0,0,0,0,0,0,0,0,0,0,653120,0,0,0,0,0,0,0,0,0,0
11972,12/31/2023 0:00:00,5938,0,0,71849,0,1,0,57437,0,0,0,0,0,0,0,0,0,0,0,0,881451,1958379,0,0,0,2839830,0,0,0,0,0,0,0,-149170,0,0,0,0,0,0,0,0,0,0,0,11695389,0,0,0,0,0,0,0,0,01/01/2023,0,13078544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11975,12/31/2023 0:00:00,5940,0,0,170725,6395,1,0,60520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14318,0,0,0,14318,0,0,0,0,0,22282782,0,0,0,0,0,0,0,0,01/01/2023,46264,24218332,0,0,0,0,0,0,0,0,0,0,0,20140,0,0,0,0,0,0,0,0,0,0
11979,12/31/2023 0:00:00,5943,0,0,6770314,3018243,1,875,4368498,0,0,0,0,0,0,0,0,0,0,0,0,6063220,13528435,25615220,46430793,46283974,137921642,10500000,750000,0,0,0,11250000,0,-29143280,0,-1395006,0,-1125,0,-1396131,0,0,0,0,0,656919248,0,0,0,0,0,0,0,0,01/01/2023,165699,691000679,0,0,0,0,0,0,0,0,0,0,0,218773,0,0,404623,0,0,0,0,0,0,0
11986,12/31/2023 0:00:00,5947,0,0,6687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090554,0,0,0,0,0,0,0,0,,0,2367020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11992,12/31/2023 0:00:00,5951,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5213416,0,0,0,0,0,0,0,0,,0,5954111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11995,12/31/2023 0:00:00,5953,0,0,331715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499000,1986000,1945000,3650000,1097431,9177431,0,0,0,0,0,0,0,0,0,0,0,0,0,28453692,0,0,0,0,0,0,0,0,,0,31427594,0,0,0,0,0,0,0,0,0,0,0,9023,0,0,0,0,0,0,0,0,0,0
11996,12/31/2023 0:00:00,5954,0,0,6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7524644,0,0,0,0,0,0,0,0,,0,9512972,0,0,0,0,0,0,0,0,0,0,0,1427,0,0,0,0,0,0,0,0,0,0
12000,12/31/2023 0:00:00,5956,0,0,421557,273055,1,0,310641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230402,0,0,0,230402,0,0,0,0,0,50048427,0,0,0,0,0,0,0,0,01/01/2023,73902,56532023,0,0,0,0,0,0,0,0,0,0,0,35859,0,0,0,0,0,0,0,0,0,0
12004,12/31/2023 0:00:00,5959,0,0,1483996,0,1,0,496797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5687000,10912000,499565,500174,0,17598739,0,0,0,230476,0,0,0,230476,0,0,0,0,8047,80426647,0,0,0,0,0,0,0,0,Fiscal Year 2022,184937,89283029,0,0,0,0,0,0,0,0,0,0,0,223092,0,0,0,0,0,0,0,0,0,0
12012,12/31/2023 0:00:00,5961,0,0,3327392,7657,1,0,2414052,0,0,0,0,0,0,0,0,0,0,0,0,8921498,1737843,6429426,2710019,0,19798786,44546,53853,0,0,0,98399,0,-2153114,0,200000,0,0,0,200000,0,0,0,0,0,268535326,1,7116,7116,6,1551038,1351946,1,7116,01/01/2023,1185008,292564276,0,0,0,0,0,0,0,0,0,0,0,1301344,0,0,0,0,0,0,0,0,0,0
12028,12/31/2023 0:00:00,5973,0,0,15789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5447898,0,0,0,0,0,0,0,0,,0,6301519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12029,12/31/2023 0:00:00,5974,0,0,454022,366849,1,0,119205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250029,1790000,500000,0,0,2540029,0,0,0,13780,0,0,0,13780,0,0,0,0,0,43791024,0,0,0,0,0,0,0,0,02/01/2023,-10315,47638853,0,0,0,0,0,0,0,0,0,0,0,356298,0,0,0,0,0,0,0,0,0,0
12033,12/31/2023 0:00:00,5978,0,0,622617,-214419,1,0,80647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16410,0,0,0,-16410,0,0,0,0,0,49265349,0,0,0,0,0,0,0,0,01/01/2023,41687,59535427,0,0,0,0,0,0,0,0,0,0,0,38205,0,0,0,0,0,0,0,0,0,0
12067,12/31/2023 0:00:00,5997,0,99797796,10442847,6665098,1,0,6832000,0,0,0,0,0,0,0,0,0,0,0,0,109845589,133146189,29899046,57629575,4230556,334750955,0,0,0,0,0,0,0,-27089804,0,2186432,0,0,0,2186432,0,0,0,0,0,1468555315,0,0,0,0,0,0,0,0,01/01/2023,2928775,1592534308,0,0,0,0,0,0,0,0,0,0,0,10011412,0,-76553,-196617,0,0,0,0,0,0,0
12068,12/31/2023 0:00:00,5998,0,0,833197,412467,1,0,322103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208077,0,0,0,208077,0,0,0,0,0,39826889,0,0,0,0,0,0,0,0,01/01/2023,64143,46611398,0,0,0,0,0,0,0,0,0,0,0,125982,0,0,0,0,0,0,0,0,0,0
12082,12/31/2023 0:00:00,6005,0,184148,1213817,0,1,0,361516,0,0,0,0,0,0,0,0,0,0,0,0,93228,2344458,6608400,5645176,0,14691262,0,0,0,0,0,0,0,-1586780,0,96506,0,0,0,96506,0,0,0,0,0,119848732,0,0,0,0,0,0,0,0,05/01/2023,195960,133351500,0,0,0,0,0,0,0,0,0,0,0,858415,0,0,0,0,0,0,0,0,0,0
12084,12/31/2023 0:00:00,6007,0,15303265,5244812,0,1,0,4973820,0,0,0,0,0,0,0,0,0,0,0,0,25587734,5815625,0,0,0,31403359,0,0,0,0,0,0,0,-358062,0,2132028,0,0,0,2132028,0,0,0,0,0,639676729,0,0,0,0,0,0,0,0,04/01/2023,3179958,709295829,0,0,0,0,0,0,0,0,0,0,0,4885322,0,0,0,0,0,0,0,0,0,0
12143,12/31/2023 0:00:00,6039,0,3484418,845050,-199329,1,0,675222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592018,0,0,0,592018,0,0,0,0,0,91570553,0,0,0,0,0,0,0,0,01/01/2023,262507,102378795,0,0,0,0,0,0,0,0,0,0,0,98241,0,0,0,0,0,0,0,0,0,0
12152,12/31/2023 0:00:00,6045,0,0,15874,0,1,0,84947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,3000,0,0,0,0,0,13385852,0,0,0,0,0,0,0,0,05/01/2023,3000,16213101,0,0,0,0,0,0,0,0,0,0,0,13392,0,0,0,0,0,0,0,0,0,0
12153,12/31/2023 0:00:00,6046,0,0,3104223,164770,1,0,971207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21863,506173,7143737,0,0,7671773,0,0,0,568201,0,0,-715,567486,0,0,0,0,4352,89378791,0,0,0,0,0,0,0,0,01/01/2023,136985,97906497,0,0,0,0,0,0,0,0,0,0,0,806792,0,0,0,0,0,0,0,0,0,0
12164,12/31/2023 0:00:00,6054,0,1282488,1268478,678965,1,0,1842382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14888445,10034495,0,0,0,24922940,0,0,0,288722,0,0,0,288722,0,0,0,0,0,270200492,0,0,0,0,0,0,0,0,01/01/2023,1063845,308234306,0,0,0,0,0,0,0,0,0,0,0,927432,0,0,0,0,0,0,0,0,0,0
12170,12/31/2023 0:00:00,6057,0,0,349403,0,1,0,82662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,16713742,0,0,0,0,0,0,0,0,01/01/2023,45694,18229855,0,0,0,0,0,0,0,0,0,0,0,53938,0,0,0,0,0,0,0,0,0,0
12175,12/31/2023 0:00:00,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10301335,0,0,0,0,0,0,0,0,,0,12094035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12181,12/31/2023 0:00:00,6063,0,0,3272616,0,1,0,368995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574790,0,0,0,574790,0,0,0,0,0,74228971,0,0,0,0,0,0,0,0,01/01/2023,137086,81302503,0,0,0,0,0,0,0,0,0,0,0,1377247,0,0,0,0,0,0,0,0,0,0
12185,12/31/2023 0:00:00,6065,0,0,124783,0,1,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4425,0,0,0,0,4425,0,0,0,-2285,0,4425,0,2140,0,0,0,0,0,19443914,0,0,0,0,0,0,0,0,03/01/2023,88350,22620286,0,0,0,0,0,0,0,0,0,0,0,78728,0,0,0,0,0,0,0,0,0,0
12199,12/31/2023 0:00:00,6071,0,28858289,1619867,1740394,1,0,7540000,0,0,0,0,0,0,0,0,0,0,0,0,59472148,101526697,5369069,3416662,17719504,187504081,0,0,0,0,0,0,0,-13686883,0,3328753,0,0,2865,3331618,0,0,0,0,0,976341924,0,0,0,133,27327924,12157423,0,0,Fiscal Year 2022,2270000,1094044485,0,0,0,0,0,0,0,0,0,0,0,5631662,0,0,2609694,0,0,0,0,0,0,0
12219,12/31/2023 0:00:00,6082,0,0,1281946,509057,1,0,557836,0,0,0,0,0,0,0,0,0,0,0,0,1826663,11131575,16751170,34299445,492635,64501488,0,0,0,0,0,0,0,-9757714,0,-22268,0,0,0,-22268,0,0,0,0,14342,150733889,0,0,0,0,0,0,0,0,01/01/2023,219704,159943185,0,0,0,0,0,0,0,0,0,0,0,799098,0,0,0,0,0,0,0,0,0,0
12225,12/31/2023 0:00:00,6086,0,0,12951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4390956,0,0,0,0,0,0,0,0,,0,6056281,0,0,0,0,0,0,0,0,0,0,0,25059,0,0,0,0,0,0,0,0,0,0
12227,12/31/2023 0:00:00,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279041,984497,683850,0,4947388,0,0,0,0,0,0,0,-320312,0,0,0,0,0,0,0,0,0,0,0,7132184,0,0,0,0,0,0,0,0,,0,7684864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-232654,0,0,0,0,0,0,0
12238,12/31/2023 0:00:00,6094,0,0,421866,0,1,0,331253,25843,0,8342,0,151166,185351,0,0,0,0,0,0,2982,0,516338,414250,28856,962426,0,0,0,0,0,0,0,-58825,0,9471,41984,0,0,51455,0,0,0,0,0,28467319,1,22058,22058,0,0,0,1,22058,03/01/2023,226155,35284521,0,0,0,0,0,0,0,0,0,0,0,1056876,0,63032,0,0,0,0,0,0,0,4442
12259,12/31/2023 0:00:00,6105,0,0,139689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4983427,0,0,0,0,0,0,0,0,,0,7475766,0,0,0,0,0,0,0,0,0,0,0,23186,0,0,0,0,0,0,0,0,0,0
12266,12/31/2023 0:00:00,6110,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14983781,0,0,0,0,0,0,0,0,,0,17856025,0,0,0,0,0,0,0,0,0,0,0,49415,0,0,0,0,0,0,0,0,0,0
12271,12/31/2023 0:00:00,6111,0,6855511,540693,178445,1,0,501802,0,0,0,0,0,0,0,0,0,0,0,0,438968,5806854,4559979,8306366,0,19112167,2700000,6076057,1250000,500000,0,10526057,0,-2456372,0,80000,0,0,0,80000,0,0,0,0,0,98004726,0,0,0,0,0,0,0,0,01/01/2023,0,113039539,0,0,0,0,0,0,0,0,0,0,0,402760,0,0,0,0,0,258,6123856,0,0,0
12274,12/31/2023 0:00:00,6114,0,0,14746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812041,0,0,0,0,0,0,0,0,,0,3403692,0,0,0,0,0,0,0,0,0,0,0,4322,0,0,0,0,0,0,0,0,0,0
12289,12/31/2023 0:00:00,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134768,0,0,0,0,0,0,0,0,,0,1317565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12290,12/31/2023 0:00:00,6126,0,0,147379,0,1,0,82932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37629,0,0,0,37629,0,0,0,0,0,9845284,0,0,0,0,0,0,0,0,01/01/2023,0,11359642,0,0,0,0,0,0,0,0,0,0,0,42391,0,0,0,0,0,0,0,0,0,0
12291,12/31/2023 0:00:00,6127,0,0,182837,0,1,0,75818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54393,0,0,0,54393,0,0,0,0,3442,21847319,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,24913688,0,0,0,0,0,0,0,0,0,0,0,7389,0,0,0,0,0,0,0,0,0,0
12292,12/31/2023 0:00:00,6128,0,0,0,0,1,0,6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10232,0,0,0,10232,0,0,0,0,0,12192352,0,0,0,0,0,0,0,0,Fiscal Year 2023,0,16869711,0,0,0,0,0,0,0,0,0,0,0,15034,0,0,0,0,0,0,0,0,0,0
12305,12/31/2023 0:00:00,6138,0,0,1594726,0,1,0,843285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868081,0,0,0,868081,0,0,0,0,0,75149958,0,0,0,0,0,0,0,0,01/01/2023,158742,94813534,0,0,0,0,0,0,0,0,0,0,0,45238,0,0,0,0,0,0,0,0,0,0
12310,12/31/2023 0:00:00,6142,0,0,19942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7057061,0,0,0,0,0,0,0,0,,0,8940449,0,0,0,0,0,0,0,0,0,0,0,9069,0,0,0,0,0,0,0,0,0,0
