"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
16009,12/31/2023 0:00:00,8339,0,0,0,0,148300564,11400481,4206314,188040954,0,148300564,11400481,4206314,0,0,0,65,0,0,0,0,62023,2,0,0,0,0,0,0,0,7703750,0,1031821,0,0,0,0,0,0,0,0,0,0,0,758097,0,0,0,0,0,0,0,0,3018608,70760,291695,486929,220786,449496,1114050,0,0,0,0,28905,113638,42605063,0,0,9415727,0,0,0,0,1167217,1959629,0,0,2000,0,1338,8295,392,14204,0,846,25075,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,8735571,0,2230522,1980913,0,2789870,0,397397,662369,0,0,0,0,0,0,0,2875369,14821841,0,0,0,0,0,0,0,0,0,0,24182721,1282,0,0,0,135986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46770077,0,0,986975,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16011,12/31/2023 0:00:00,8340,0,0,0,0,22859313,303706,0,25760644,0,22859313,303706,0,0,0,0,0,0,0,0,0,92023,2,0,0,0,0,0,0,0,276540,0,583031,0,0,0,0,0,0,0,0,0,0,0,25410,0,0,0,0,0,0,0,0,268579,0,46332,135749,14765,30791,17682,0,5442,0,0,4766,7751,1341629,0,0,926626,0,0,0,0,476069,644828,0,0,0,0,20,594,0,1921,0,65,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,859571,0,67401,68305,0,314866,0,46640,0,0,0,0,0,0,0,0,239535,1911309,0,0,0,0,0,0,0,0,0,0,2534352,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16014,12/31/2023 0:00:00,8343,0,0,0,0,2824052,0,28157,3425396,0,2824052,0,28157,0,0,0,10,0,0,0,0,62023,2,0,0,0,0,0,0,0,263640,0,16032,0,0,0,0,0,0,0,0,0,0,0,38305,0,0,0,0,0,0,0,0,139031,167,11141,40903,0,11291,24653,0,0,0,0,1492,1048,1250562,0,0,508086,0,0,0,0,0,491290,0,0,0,184336,1,0,0,1138,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,279672,0,222641,5597,0,261068,0,616,0,0,0,0,0,0,0,0,6365,581363,0,0,0,0,0,0,0,0,0,0,569023,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,358565,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16016,12/31/2023 0:00:00,8344,0,0,0,0,5238321,0,0,5906500,0,5238321,0,0,0,0,0,0,0,0,0,0,32023,2,0,0,0,0,0,0,0,168794,0,56626,0,0,0,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,89967,0,0,29288,0,2600,23561,0,0,0,0,1082,5082,1567567,0,0,825592,0,0,0,0,0,621650,0,0,0,0,0,106,0,1231,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,225420,0,9988,9090,0,74738,0,5624,0,0,0,0,0,0,0,0,123364,1823694,0,0,0,0,0,0,0,0,0,0,655182,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,0,0,22690,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16030,12/31/2023 0:00:00,8351,0,0,0,0,180192951,7874241,2052056,217664939,0,182031951,13830140,2052056,0,0,0,107,0,0,0,0,62023,3,0,0,0,0,0,0,0,5509076,0,1866606,0,0,0,0,0,0,0,0,0,0,0,764477,0,0,0,0,0,0,0,0,3304064,81377,496260,2094010,195094,127316,268389,0,5516,0,0,35568,86343,23086771,0,0,15881383,0,0,0,0,3601087,5711003,0,0,5284,0,1236,5894,540,13307,0,277,21287,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,7375682,0,2025947,2259383,0,130907,0,0,563758,0,0,0,0,0,0,0,2058125,12355422,0,0,0,0,0,0,0,0,0,0,18072336,830,0,4080375,0,161265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,5000000,0,5000000,57441313,0,0,727944,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16042,12/31/2023 0:00:00,8359,0,0,0,0,72155032,906803,0,86356966,0,72155032,906803,0,0,0,0,11,0,0,0,0,62023,2,0,0,0,0,0,0,0,2283545,0,614606,0,0,0,0,0,0,0,0,0,0,0,420088,0,0,0,0,0,0,0,0,1331928,33709,200551,842731,177537,68930,93651,0,0,0,0,14216,14401,24182120,0,0,9755045,0,0,0,0,5206961,2147931,0,0,0,-5612,231,4234,61,9401,0,0,13927,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,2898151,0,1104554,147317,0,981125,0,140002,0,0,0,0,0,0,0,0,652149,4402900,0,0,0,0,0,0,0,0,0,0,7885243,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,5000000,7010000,0,0,648902,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16061,12/31/2023 0:00:00,8372,0,0,0,0,5090983,25000,0,6544534,0,5090983,25000,0,0,0,0,4,0,0,0,0,52023,3,0,0,0,0,0,0,0,300534,0,50161,0,0,0,0,0,0,0,0,0,0,0,8975,0,0,0,0,0,0,0,0,128712,0,14916,25824,3792,2652,33209,0,4181,0,0,0,8439,2267114,0,0,769635,0,0,0,0,0,973095,0,0,0,0,20,0,19,716,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,350695,0,15886,62241,0,51076,0,3995,27213,0,0,0,0,0,0,0,6624,785370,0,0,0,0,0,0,0,0,0,0,1380596,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,230600,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16063,12/31/2023 0:00:00,8373,0,0,0,0,30050095,2119265,0,35490257,0,30050095,2119265,0,0,0,0,6,0,0,0,0,62023,2,0,0,0,0,0,0,0,522523,0,438835,0,0,0,0,0,0,0,0,0,0,0,53800,0,0,0,0,0,0,0,0,398233,70,67337,181272,4723,183720,26481,0,0,0,0,6553,14181,1465537,0,0,2827043,0,0,0,0,807590,324288,0,0,0,0,238,1406,35,2593,0,45,4317,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,961358,0,97756,115539,0,44221,0,123354,13773,0,0,0,0,0,0,0,135059,2099643,0,0,0,0,0,0,0,0,0,0,3459014,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,0,0,34934,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16065,12/31/2023 0:00:00,8374,0,0,0,0,28369393,0,0,33346135,0,28369393,0,0,0,0,0,1,0,0,0,0,42023,2,0,0,0,0,0,0,0,408294,0,332636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206722,0,8261,42388,430,14684,57052,0,0,0,0,5955,32350,7047982,0,0,1777836,0,0,0,0,0,825123,0,0,0,0,173,0,189,2751,484,0,3597,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,740930,0,5411,294193,0,78506,0,3183,30033,0,0,0,0,0,0,0,0,475603,0,0,0,0,0,0,0,0,0,0,4947706,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16067,12/31/2023 0:00:00,8376,0,0,0,0,30954917,2276906,0,37565894,0,30954917,2276906,0,0,0,0,14,0,0,0,0,122023,3,0,0,0,0,0,0,0,452215,0,615657,0,0,0,0,0,0,0,0,0,0,0,22367,0,0,0,0,0,0,0,0,284045,7857,93457,164362,1992,117487,17462,0,0,0,0,6093,3757,1189324,0,0,953227,0,0,0,0,821714,923738,0,0,0,0,136,867,67,2352,295,228,3945,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1067872,0,113450,147113,0,296019,0,108135,0,0,0,0,0,0,0,0,516680,944626,0,0,0,0,0,0,0,0,0,0,4286718,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16085,12/31/2023 0:00:00,8387,0,0,0,0,2190450,0,0,2935556,0,2190450,0,0,0,0,0,0,0,0,0,0,122022,3,0,0,0,0,0,0,0,73691,0,39829,0,0,0,0,0,0,0,0,0,0,0,2195,0,0,0,0,0,0,0,0,52933,54,0,14251,0,1759,1184,0,0,0,0,480,4565,398265,0,0,348355,0,0,0,0,0,103726,0,0,0,0,4,0,0,770,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,113520,0,2195,6761,0,33369,0,500,2889,0,0,0,0,0,0,0,0,176916,0,0,0,0,0,0,0,0,0,0,728205,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16096,12/31/2023 0:00:00,8392,0,0,0,0,107036613,0,0,149643162,0,107036613,0,0,0,0,0,0,0,0,0,0,92023,2,0,0,0,0,0,0,0,1510958,0,3117463,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,1094118,5924,8220,238919,0,0,845,0,0,0,0,31327,0,1564606,0,0,830688,0,0,0,0,0,2221996,0,0,0,-5356,0,0,0,14859,0,0,14859,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,4628421,0,-4661,1230347,0,1899215,0,405450,285274,0,0,0,0,0,0,0,0,26204929,0,0,0,0,0,0,0,0,0,0,42221631,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,2221996,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16113,12/31/2023 0:00:00,8403,0,0,0,0,128949065,7498975,210874,148204516,0,128949065,7498975,210874,0,0,0,80,0,0,0,0,32023,3,0,0,0,0,0,0,0,5405410,0,1286949,0,0,0,0,0,0,0,0,0,0,0,1018700,0,0,0,0,0,0,0,0,2421877,38076,210723,574725,286649,504611,759227,0,0,0,0,25219,77757,36693396,0,0,19554688,0,0,0,0,2345737,1680840,0,0,0,0,854,5932,293,10393,14,382,17868,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,6692359,0,1163885,884232,0,1366410,0,0,0,0,0,0,0,0,0,0,820588,13744079,0,0,0,0,0,0,0,0,0,0,17010645,1147,0,0,0,81675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,49952684,0,0,0,0,0,0,0,0,0,61676000,0,0,3996538,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16126,12/31/2023 0:00:00,8412,0,0,0,0,283291,0,0,502603,0,283291,0,0,0,0,0,0,0,0,0,0,122022,2,0,0,0,0,0,0,0,16563,0,10587,0,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,0,0,0,12918,287,0,4546,0,932,0,0,0,0,0,0,7087,0,0,0,0,0,0,0,0,0,112073,0,0,0,0,0,0,0,204,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27150,0,2827,671,0,3536,3800,0,0,0,0,0,0,0,0,0,0,148331,0,0,0,0,0,0,0,0,0,0,214144,4261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16168,12/31/2023 0:00:00,8439,0,0,0,0,192001039,3422497,1442519,215238484,0,192001039,3422497,1442519,0,0,0,133,0,0,0,0,122022,3,0,0,0,0,0,0,0,5379709,0,2594107,0,0,0,0,0,0,0,0,0,0,0,6883549,0,0,0,0,0,0,0,0,4939241,55013,706757,2523019,212200,800080,1151719,0,0,0,0,33458,142408,44745313,0,0,17988032,0,0,0,0,5745151,10697261,0,0,-6875,1269763,1178,16447,1259,30238,0,0,49122,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,7973816,0,8393532,1193897,0,3361981,0,444254,0,0,0,0,0,210603333,0,0,4325822,15270903,0,0,0,0,0,0,0,0,0,0,16985992,806,0,0,0,53390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,22081629,0,0,0,0,0,0,0,0,0,10000000,0,0,924866,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16174,12/31/2023 0:00:00,8444,0,0,0,0,77303092,2857876,2744898,93531594,0,77303092,2857876,2744898,0,0,0,22,0,0,0,0,92023,3,0,0,0,0,0,0,0,1683121,0,1019243,0,0,0,0,0,0,0,0,0,0,0,222405,0,0,0,0,0,0,0,0,1136459,38375,119743,228322,53443,414566,231506,0,6630,0,0,15479,181516,7365283,0,0,3631708,0,0,0,0,2742127,2210752,0,0,0,1210624,248,2795,249,5371,1154,258,10075,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2702364,0,1792116,769281,0,1157925,0,476093,53562,0,0,0,0,0,0,0,465349,6578751,0,0,0,0,0,0,0,0,0,0,9604871,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,2502749,0,0,0,0,0,0,0,0,0,6000000,0,0,155689,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16176,12/31/2023 0:00:00,8445,0,0,0,0,21096948,2106703,899299,30004777,0,22724568,2106703,899299,0,0,0,26,0,0,0,0,32023,3,0,0,0,0,0,0,0,594528,0,262083,0,0,0,0,0,0,0,0,0,0,0,125136,0,0,0,0,0,0,0,0,377495,22933,24392,87989,8997,60451,281585,0,100,0,0,4966,18649,2925480,0,0,1527992,0,0,0,0,740982,1580103,0,0,0,0,130,1117,207,2165,317,0,3938,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,856611,0,142390,65732,0,45712,0,22456,16040,0,0,0,0,0,0,0,789656,965978,0,0,0,0,0,0,0,0,0,0,3093832,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030000,0,0,63874,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16178,12/31/2023 0:00:00,8446,0,0,0,0,81193076,14134,7866,90309169,0,81193076,14134,7866,0,0,0,10,0,0,0,0,122022,2,0,0,0,0,0,0,0,3124435,0,612479,0,0,0,0,0,0,0,0,0,0,0,391621,0,0,0,0,0,0,0,0,1861088,93846,272168,848810,164368,96283,241763,0,0,0,0,15278,56484,14791183,0,0,5998751,0,0,0,0,3486868,6049887,0,0,-6109,0,234,6561,48,7948,2,0,14793,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3736914,0,1041733,164480,0,813442,0,131581,0,0,0,0,0,0,0,88499294,536930,4742700,0,0,0,0,0,0,0,0,0,0,10876457,1229,0,0,0,59828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,18813460,0,0,0,0,0,0,0,0,0,12864788,0,0,327557,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16190,12/31/2023 0:00:00,8452,0,0,0,0,19303475,605555,0,22390680,0,19303475,605555,0,0,0,0,7,0,0,0,0,32023,2,0,0,0,0,0,0,0,828856,0,186415,0,0,0,0,0,0,0,0,0,0,0,52468,0,0,0,0,0,0,0,0,456916,5731,30011,177120,1596,27011,9073,0,0,0,0,3992,8126,6323968,0,0,1533936,0,0,0,0,260973,239696,0,0,0,0,38,406,57,2153,431,0,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1015271,0,52468,46321,0,288614,7020,0,10792,0,0,0,0,0,0,0,226808,283684,0,0,0,0,0,0,0,0,0,0,2710948,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,927889,0,0,0,0,0,0,0,0,0,700000,0,0,98354,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16207,12/31/2023 0:00:00,8463,0,0,0,0,28637176,3706879,0,37122724,0,29886973,3706879,0,0,0,0,0,0,0,0,0,122022,2,0,0,0,0,0,0,0,1746715,0,101453,0,0,0,0,0,0,0,0,0,0,0,226156,0,0,0,0,0,0,0,0,662482,50641,68511,274711,80743,15434,30288,0,0,0,0,5098,30494,13254604,0,0,5103831,0,0,0,0,0,2327236,0,0,0,0,530,1618,0,4064,0,106,6323,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1848168,0,400217,514609,0,380760,0,100000,0,0,0,0,0,0,0,0,231839,3768229,0,0,0,0,0,0,0,0,0,0,3315009,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,28646,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16209,12/31/2023 0:00:00,8465,0,0,0,0,9479762,0,0,10777397,0,9479762,0,0,0,0,0,0,0,0,0,0,32022,3,0,0,0,0,0,0,0,246817,0,138275,0,0,0,0,0,0,0,0,0,0,0,54185,0,0,0,0,0,0,0,0,128407,0,5950,43750,1655,42609,150248,0,0,0,0,1979,2289,1052344,0,0,3109044,0,0,0,0,376799,535705,0,0,0,0,37,488,0,1708,0,0,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,385092,0,62747,25304,0,3026,0,43563,0,0,0,0,0,0,0,0,44318,99951,0,0,0,0,0,0,0,0,0,0,1252439,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,0,0,62784,1691.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
