"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
11678,12/31/2023 0:00:00,5772,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,15389355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35838965,0,0,0,0,0,0,0,3125471,0,0,0,0,0,0,0,0,537641,537641,52272329,0,-537641,-537641,0,0,0,0,0,6234413,0,657646,657646,0,0,0,0,0,0,0,81784799,120005,120005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81784799,0,0,537641,0,0,0,343,13845534,3072310,0,0,0,0,0,0,0,0,0,13845534,3072310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,13845534,3072310,936286,68515648,68515648,0,0,0,2,37296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11680,12/31/2023 0:00:00,5773,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,36994551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21388355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239305,239305,27147418,0,-239305,-239305,0,0,0,0,0,1247406,0,632380,632380,0,0,0,0,0,0,0,67401197,393075,393075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67401197,0,0,239305,2,466660,0,0,0,0,0,0,0,0,0,0,0,0,0,466660,0,66,4218575,2512176,3,139689,0,0,0,0,29,1173444,1185000,5531708,3697176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5998368,3697176,0,60999767,60999767,0,2,466660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5753699,0,0,20091
11685,12/31/2023 0:00:00,5777,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,148592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50829012,0,0,0,0,0,0,0,15655,0,0,0,0,0,0,0,0,330730,330730,63729334,0,-330730,-330730,0,0,0,0,0,1842062,0,670713,670713,0,0,0,0,0,0,0,84480560,339983,339983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84480560,0,0,330730,0,0,0,232,11496016,2751787,19,1004069,185000,27,657568,25000,0,0,0,13157653,2961787,3,57744,0,0,0,0,0,0,0,0,0,0,57744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,13215397,2961787,657568,62773141,62773141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11689,12/31/2023 0:00:00,5779,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,23841066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11451577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141070,141070,13085337,0,-141070,-141070,0,0,0,0,0,1452582,0,385981,385981,0,0,0,0,0,0,0,41691659,244911,244911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41691659,0,0,141070,0,0,0,2,114515,0,0,0,0,0,0,0,0,0,0,114515,0,48,1660315,97102,0,0,0,0,0,0,0,0,0,1660315,97102,5,742671,0,0,0,0,0,0,0,0,0,0,742671,0,55,2517501,97102,0,35069573,36561573,1492000,0,0,0,0,1,210000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12143
11718,12/31/2023 0:00:00,5793,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,25020613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29431727,0,0,0,0,0,0,0,3050011,0,0,0,0,0,0,0,0,774860,774860,54368835,0,-774860,-774860,0,0,0,0,0,4964536,0,731042,731042,0,0,0,0,0,0,0,89734968,-43818,-43818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89734968,0,0,774860,0,0,0,0,0,0,86,18362994,752967,16,1265585,110354,0,0,0,19628579,863321,25,1485304,440108,0,0,0,24,1548075,170000,0,0,0,3033379,610108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,22661958,1473429,11837839,74223383,74223383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11721,12/31/2023 0:00:00,5795,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,29266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22906088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152126,152126,24000161,0,-152126,-152126,0,0,0,0,0,1559409,0,244881,244881,0,0,0,0,0,0,0,29053024,92755,92755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29053024,0,0,152126,0,0,0,29,1157603,100000,2,48829,0,0,0,0,0,0,0,1206432,100000,1,39767,0,0,0,0,0,0,0,0,0,0,39767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1246199,100000,54522,25109851,25109851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004
11723,12/31/2023 0:00:00,5796,WISe,0,0,-6000000,1679872,0,1241600,0,438272,0,0,0,0,0,164767922,0,164767922,12541257,137037935,0,14750458,438272,0,0,0,0,0,113175922,113027102,0,148820,0,58534696,58534696,0,144466418,-172,144466246,0,543775,110921651,32556835,443985,67725711,172,67725883,172,0,67725711,0,0,0,2445403,2445403,381457344,0,381457344,-2445231,543775,113027102,110921651,158966062,443985,34473514,0,34473514,5251492,29222022,0,0,0,0,0,0,608147300,608147300,30344873,150032875,113027102,110921651,202938542,882257,0,0,0,0,0,373973291.75,30006575,56513551,83191238.25,202938542,1323385.5,0,0,0,0,0,912874.5,912874.5,4695542.21,2090679.05,0,2604863.16,3227194.7,3227194.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8835611.41,0,0,0,0,2090679.05,0,6744932.36,0,7790271.88,0,0,0,1045339.52,0,6744932.36,0,616982911.41,381763563.63,1217,2445403,621,58176825,8416426,609,28150548,549982,0,0,0,0,0,0,627,26848549,14509110,113175922,23475518,577,20081303,16613050,0,0,0,0,0,0,1116,38453393,16613050,58534696,33226100,0,0,0,1,6330,0,0,0,0,0,0,0,6330,0,3551,171716948,56701618,12832363,548282695,558284695,10002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81053117,1332,0,0,0,0,0,0,0,0,0
11744,12/31/2023 0:00:00,5804,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,98333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9655409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103317,103317,9552092,0,-103317,-103317,0,0,0,0,0,231261,0,223097,223097,0,0,0,0,0,0,0,25382436,119780,119780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25382436,0,0,103317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18680317,19626317,946000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11746,12/31/2023 0:00:00,5805,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,39269197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30151436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359464,359464,37766135,0,-359464,-359464,0,0,0,0,0,2378623,0,917640,917640,0,0,0,0,0,0,0,94644290,558176,558176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94644290,0,0,359464,14,2914644,0,14,2208935,0,0,0,0,0,0,0,0,0,0,5123579,0,17,923002,445000,46,1927581,747802,0,0,0,0,0,0,2850583,1192802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,7974162,1192802,1861730,88295966,88295966,0,144,3377551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175424
11761,12/31/2023 0:00:00,5811,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18009,18009,2190970,0,-18009,-18009,0,0,0,0,0,81207,0,44370,44370,0,0,0,0,0,0,0,4588674,26361,26361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4588674,0,0,18009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092954,4092954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11779,12/31/2023 0:00:00,5821,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,6517785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16972653,0,0,0,0,0,0,0,84333,0,0,0,0,0,0,0,0,49450,49450,18907635,0,-49450,-49450,0,0,0,0,0,548743,0,366639,366639,0,0,0,0,0,0,0,42759000,317189,317189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42759000,0,0,49450,9,1611918,402400,5,274247,0,0,0,0,0,0,0,0,0,0,1886165,402400,1,13939,0,0,0,0,0,0,0,0,0,0,13939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1900104,402400,13939,37012671,37012671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11780,12/31/2023 0:00:00,5822,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,56464091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72744223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547999,547999,89910760,0,-547999,-547999,0,0,0,0,0,7921955,0,1738410,1738410,0,0,0,0,0,0,0,200275467,1190411,1190411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200275467,0,0,547999,173,12673666,3220750,97,2817125,577460,0,0,0,0,0,0,0,0,0,15490791,3798210,51,2223745,1160200,0,0,0,0,0,0,0,0,0,2223745,1160200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,17714536,4958410,1336431,181626372,181626372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11782,12/31/2023 0:00:00,5823,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,371526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11157754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109253,109253,12122491,0,-109253,-109253,0,0,0,0,0,1162009,0,132679,132679,0,0,0,0,0,0,0,16127698,23426,23426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16127698,0,0,109253,10,721406,0,5,352584,0,0,0,0,0,0,0,0,0,0,1073990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1073990,0,25179,12151964,14585964,2434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11783,12/31/2023 0:00:00,5824,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,196206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,749,12943,0,-749,-749,0,0,0,0,0,2864,0,1488,1488,0,0,0,0,0,0,0,219468,739,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219468,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144036,144036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11786,12/31/2023 0:00:00,5826,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,11541495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35203467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86395,86395,37105425,0,-86395,-86395,0,0,0,0,0,1511168,0,439596,439596,0,0,0,0,0,0,0,53966667,353201,353201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53966667,0,0,86395,0,0,0,3,47108,0,0,0,0,0,0,0,0,0,0,47108,0,0,0,0,0,0,0,0,0,0,61,1941245,5376590,1941245,5376590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1988353,5376590,1941245,47041334,47741334,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23474
11793,12/31/2023 0:00:00,5832,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,75795990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213573719,0,0,0,0,0,0,0,68468747,0,0,0,0,0,0,0,0,3384184,3384184,428079247,0,-3384184,-3384184,0,0,0,0,0,56585834,0,5005842,5005842,0,0,0,0,0,0,0,592833132,1621658,1621658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592833132,0,0,3384184,195,41358215,4181100,129,33601840,1173701,7,891495,0,16,3157692,8209000,174,6406974,2272827,85416216,15836628,338,13125740,3834847,2,3228986,3262285,0,0,0,1162,47650023,11012743,64004749,18109875,0,0,0,0,0,0,0,0,0,5,11690,0,11690,0,2028,149432655,33946503,55530621,533840846,533840846,0,0,0,0,0,9,2696124,9,0,9,2696124,171,0,0,0,0,1,79940223,1348,0,0,0,0,0,0,0,0,0
11824,12/31/2023 0:00:00,5851,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,400543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37942335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392509,392509,37549826,0,-392509,-392509,0,0,0,0,0,963059,0,578468,578468,0,0,0,0,0,0,0,70127454,185959,185959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70127454,0,0,392509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56962974,56962974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11836,12/31/2023 0:00:00,5857,WISe,0,0,0,1211683,0,20000,0,1191683,0,0,0,0,0,57300568,0,57300568,9807460,37615152,1004820,7681453,1191683,0,0,0,0,0,182398375,181471645,0,926730,0,644,644,0,344040234,0,344040234,1160322,0,306172570,34139331,2568011,70416243,0,70416243,70319847,0,0,96396,0,0,3445555,3445555,593409941,0,593409941,68034614,0,181471645,306172570,35066705,2664407,65652678,0,65652678,6308059,59337993,6626,0,0,0,0,0,857119467,857119467,224906413,37615152,182476465,306172570,102086151,3862716,0,0,0,0,0,436270915.4,7523030.4,91238232.5,229629427.5,102086151,5794074,0,0,0,0,0,276777,276777,1407603,0,0,1407603,2957051,2957051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4641431,0,0,0,0,0,0,4641431,0,4641431,0,0,0,0,0,4641431,0,861760898,440912346.4,1474,3445555,16,1212207,340850,1162,78427196,11402590,0,0,0,3,175819,0,981,102583153,20315626,182398375,32059066,1,644,0,0,0,0,0,0,0,0,0,0,644,0,951,19847929,6574784,0,0,0,0,0,0,0,0,0,19847929,6574784,3114,202246948,38633850,102759616,790730895,790730895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44200101,515,0,0,0,0,0,0,0,0,837511
11867,12/31/2023 0:00:00,5877,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38238810,0,0,0,0,0,0,0,434845,0,0,0,0,0,0,0,0,249217,249217,51178822,0,-249217,-249217,0,0,0,0,0,2718637,0,534541,534541,0,0,0,0,0,0,0,63636698,285324,285324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63636698,0,0,249217,37,7740044,599971,48,4542366,1332698,1,108695,0,0,0,0,0,0,0,12391105,1932669,7,200158,70000,0,0,0,0,0,0,10,163121,125000,363279,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,12754384,2127669,0,57266544,57266544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11870,12/31/2023 0:00:00,5879,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,108866466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85232318,0,0,0,0,0,0,0,7295611,0,0,0,0,0,0,0,0,1590210,1590210,162924209,0,-1590210,-1590210,0,0,0,0,0,17845223,0,2454691,2454691,0,0,0,0,0,0,0,362346345,864481,864481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362346345,0,0,1590210,85,27409223,0,36,6328355,335500,0,0,0,0,0,0,0,0,0,33737578,335500,0,0,0,3,74912,0,0,0,0,535,38174001,28412002,38248913,28412002,0,0,0,0,0,0,126,8583872,4222990,0,0,0,8583872,4222990,785,80570363,32970492,38371873,247030956,247030956,0,952,9670520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86356403,0,665855
11872,12/31/2023 0:00:00,5880,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,34965925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18418279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457494,457494,158283256,0,-457494,-457494,0,0,0,0,0,7197493,0,1560807,1560807,0,0,0,0,0,0,0,216334504,1103313,1103313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216334504,0,0,457494,179,66434948,320000,89,15199547,0,5,4335109,2902800,35,36278764,27216404,1,737501,0,122985869,30439204,0,0,0,0,0,0,0,0,0,178,17336603,10249139,17336603,10249139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,140322472,40688343,55419713,180872799,181120799,248000,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458000
