"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
108,12/31/2023 0:00:00,58,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,1678538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15347097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222275,222275,17602154,0,-222275,-222275,0,0,0,0,0,1335054,0,365824,365824,0,0,0,0,0,0,0,45084721,143549,143549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45084721,0,0,222275,15,983951,40000,49,1493381,0,0,0,0,0,0,0,0,0,0,2477332,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2477332,40000,0,35835850,35835850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2023 0:00:00,59,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318394,0,0,0,0,0,0,0,5218086,0,0,0,0,0,0,0,0,56560,56560,29698599,0,-56560,-56560,0,0,0,0,0,1684413,0,253640,253640,0,0,0,0,0,0,0,40086382,197080,197080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40086382,0,0,56560,0,0,0,0,0,0,3,2087568,3,0,0,0,58,22108935,4760500,24196503,4760503,0,0,0,1,22176,0,0,0,0,0,0,0,22176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,24218679,4760503,22095250,33638423,34384423,746000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2023 0:00:00,62,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,77949315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3764975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75724,75724,13820210,0,-75724,-75724,0,0,0,0,0,4631042,0,828698,828698,0,0,0,0,0,0,0,100464046,752974,752974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100464046,0,0,75724,69,9651216,97242,4,479743,0,0,0,0,0,0,0,0,0,0,10130959,97242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,10130959,97242,0,87804599,87804599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409593,0,0
120,12/31/2023 0:00:00,63,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,59500163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20658039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342392,342392,43782059,0,-342392,-342392,0,0,0,0,0,7845981,0,1149087,1149087,0,0,0,0,0,0,0,122902222,806695,806695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122902222,0,0,342392,1,169955,169955,8,997195,310719,231,12236361,0,0,0,0,1,380108,0,13783619,480674,0,0,0,2,55021,0,0,0,0,211,9627772,2221416,9682793,2221416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,23466412,2702090,0,112937824,112937824,0,400,13310897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899
132,12/31/2023 0:00:00,69,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17770,17770,155188,0,-17770,-17770,0,0,0,0,0,10565,0,8351,8351,0,0,0,0,0,0,0,1032655,-9419,-9419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032655,0,0,17770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863338,863338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2023 0:00:00,70,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,1909709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30890548,0,0,0,0,0,0,0,97623,0,0,0,0,0,0,0,0,333289,333289,55244027,0,-333289,-333289,0,0,0,0,0,1987963,0,726574,726574,0,0,0,0,0,0,0,84706444,393285,393285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84706444,0,0,333289,50,6277367,371500,137,12673240,368637,0,0,0,0,0,0,0,0,0,18950607,740137,143,4236578,1430889,0,0,0,0,0,0,39,1401960,161390,5638538,1592279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,24589145,2332416,0,75082274,75082274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743
138,12/31/2023 0:00:00,72,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,11853253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23262407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44056,44056,28086228,0,-44056,-44056,0,0,0,0,0,2488571,0,403801,403801,0,0,0,0,0,0,0,43025256,359745,359745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43025256,0,0,44056,29,2907119,0,3,23922,0,0,0,0,0,0,0,51,1267726,332000,4198767,332000,2,14026,0,0,0,0,0,0,0,29,655080,40000,669106,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,4867873,372000,1965576,38432633,39569165,1136532,675,14147937,241,6523423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2023 0:00:00,74,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4695751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44847,44847,4650904,0,-44847,-44847,0,0,0,0,0,63285,0,57016,57016,0,0,0,0,0,0,0,5249727,12169,12169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5249727,0,0,44847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805701,4805701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2023 0:00:00,75,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488,5488,1030236,0,-5488,-5488,0,0,0,0,0,17854,0,15668,15668,0,0,0,0,0,0,0,1584304,10180,10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584304,0,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440555,1440555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2023 0:00:00,77,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,93164161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116975216,0,0,0,0,0,0,0,60670176,0,0,0,0,0,0,0,0,2989718,2989718,287183919,0,-2989718,-2989718,0,0,0,0,0,34816577,0,3557847,3557847,0,0,0,0,0,0,0,431528837,568129,568129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431528837,0,0,2989718,191,44763370,540000,8,860968,0,97,22860063,0,1,134447,0,3,1398335,1400000,70017183,1940000,345,20841057,6364900,0,0,0,0,0,0,429,21670004,5826500,42511061,12191400,6,387545,0,0,0,0,0,0,0,0,0,0,387545,0,1080,112915789,14131400,47588268,392731021,392731021,0,0,0,93,963133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490762
151,12/31/2023 0:00:00,78,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,117741751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256069731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8707477,8707477,739599377,0,-8707477,-8707477,0,0,0,0,0,63746740,0,7508351,7508351,0,0,0,0,0,0,0,969364811,-1199126,-1199126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969364811,0,0,8707477,1960,308487613,24797940,507,42494688,780000,30,8619057,0,85,25018810,2543250,1,113841,0,384734009,28121190,595,39071215,14635920,0,0,0,0,0,0,1038,68431899,10555510,107503114,25191430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4216,492237123,53312620,95337652,822220286,825242448,3022162,0,0,0,0,51,13933623,51,0,0,0,392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1443874
153,12/31/2023 0:00:00,80,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,32599,0,-10000,-10000,0,0,0,0,0,4320,0,3685,3685,0,0,0,0,0,0,0,470476,-6315,-6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470476,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382309,382309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2023 0:00:00,83,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,379076249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581765051,0,0,0,0,0,0,0,284714332,0,0,0,0,0,0,-10258102,0,19915910,19915910,1787193506,-10258102,-19915910,-19915910,0,0,0,0,0,137195463,0,51275203,51275203,0,0,0,0,0,0,0,2339512635,31359293,31359293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339512635,0,0,19915910,1201,230415865,167768531,2099,274509256,56736760,990,227012379,33641433,135,21569267,1142000,105,11084758,6177950,764591525,265466674,1046,41787388,25360454,0,0,0,1909,79336834,0,2056,44656185,27226500,165780407,52586954,72,8235821,13038950,0,0,0,0,0,0,0,0,0,8235821,13038950,9613,938607753,331092578,185440023,1732419522,1765161485,32741963,9,36842154,5616,64611528,809,173296767,805,0,805,161696767,6319,0,0,0,0,1,183339731,783,0,0,35844569,153,0,0,223588117,0,5838250
162,12/31/2023 0:00:00,85,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,20266990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43038874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711532,711532,105190934,0,-711532,-711532,0,0,0,0,0,12291441,0,1527722,1527722,0,0,0,0,0,0,0,181004375,816190,816190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181004375,0,0,711532,166,38424654,4324800,49,9954880,0,0,0,0,0,0,0,5,814485,0,49194019,4324800,41,3074752,1037000,0,0,0,0,0,0,168,10594821,3667706,13669573,4704706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,62863592,9029506,11234399,163281365,163281365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81740
167,12/31/2023 0:00:00,87,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,65226538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155736715,0,0,0,0,0,0,0,52458861,0,0,0,0,0,0,-1228932,0,1654191,1654191,418004701,-1228932,-1654191,-1654191,0,0,0,0,0,48673576,0,4714396,4714396,0,0,0,0,0,0,0,630158202,3060205,3060205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630158202,0,0,1654191,236,41377645,33338544,511,36778964,861207,275,41724004,23545694,632,71693858,44894315,0,0,0,191574471,102639760,282,11933834,7298550,0,0,0,91,4899916,1868474,78,1826161,1190450,18659911,10357474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,210234382,112997234,0,556587752,556687752,100000,0,0,0,0,154,30324159,154,0,110,23994777,2342,0,0,0,0,1,23092699,366,0,0,180934,2,0,173726483,0,0,235703
168,12/31/2023 0:00:00,88,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,793847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18213577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85570,85570,25101900,0,-85570,-85570,0,0,0,0,0,1546710,0,359007,359007,0,0,0,0,0,0,0,39025895,273437,273437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39025895,0,0,85570,31,4619297,272000,20,1644501,0,0,0,0,0,0,0,0,0,0,6263798,272000,21,710095,545964,0,0,0,0,0,0,0,0,0,710095,545964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6973893,817964,354299,34422545,35668545,1246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,12/31/2023 0:00:00,89,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16595,16595,533609,0,-16595,-16595,0,0,0,0,0,14145,0,14145,14145,0,0,0,0,0,0,0,1791177,-2450,-2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791177,0,0,16595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083966,1083966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,12/31/2023 0:00:00,91,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,28621506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195490441,0,0,0,0,0,0,0,34824277,0,0,0,0,0,0,0,0,6728930,6728930,314978204,0,-6728930,-6728930,0,0,0,0,0,19842134,0,3682583,3682583,0,0,0,0,0,0,0,397194535,-3046347,-3046347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397194535,0,0,6728930,339,60456583,16981786,377,24843633,4935000,0,0,0,0,0,0,22,3013881,251000,88314097,22167786,69,2703458,1614890,11,374861,0,0,0,0,0,0,0,3078319,1614890,0,0,0,4,112853,0,0,0,0,0,0,0,112853,0,822,91505269,23782676,3081929,337747074,337748078,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692726
176,12/31/2023 0:00:00,92,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,527608355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354952284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480776,4480776,829961386,0,-4480776,-4480776,0,0,0,0,0,78397299,0,13113485,13113485,0,0,0,0,0,0,0,1607112126,8632709,8632709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607112126,0,0,4480776,1049,279111385,11456800,933,81662279,1908500,307,70016978,0,18,6020977,5717500,64,3227925,1005000,440039544,20087800,549,30655055,19581300,0,0,0,9,123555,0,257,8671724,10892700,39450334,30474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186,479489878,50561800,19462906,1368475133,1368475133,0,0,0,0,0,7,3117200,7,0,7,3117200,345,0,0,0,0,1,16137909,100,0,0,72500,0,0,0,0,0,360098
187,12/31/2023 0:00:00,100,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,1436213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7617699,0,0,0,0,0,0,0,680402,0,0,0,0,0,0,0,0,405237,405237,10874007,0,-405237,-405237,0,0,0,0,0,1805357,0,233735,233735,0,0,0,0,0,0,0,29093371,-171502,-171502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29093371,0,0,405237,19,1541812,415000,14,614111,0,1,19855,0,1,52812,0,0,0,0,2228590,415000,15,672838,420000,0,0,0,0,0,0,2,79716,10000,752554,430000,1,13136,0,2,82312,0,0,0,0,0,0,0,95448,0,55,3076592,845000,511587,24698160,24698160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198813
195,12/31/2023 0:00:00,104,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14429597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109146,109146,14517378,0,-109146,-109146,0,0,0,0,0,282417,0,142882,142882,0,0,0,0,0,0,0,16079151,33736,33736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16079151,0,0,109146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196926,65000,0,0,0,196926,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196926,65000,0,14554771,14554771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716
