"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
65299,12/31/2023 0:00:00,19527,WISe,0,0,0,22327327,0,0,0,0,0,0,0,0,0,0,0,0,0,516753328,0,819906333,0,0,0,117171781,0,0,0,0,230000000,0,0,0,0,0,0,21941887,20989377,23,23,191513049,162677836,23,23,213454936,183667213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165451,1049770,0,0,0,0,0,0,0,0,0,0,1165451,1049770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17962937,17301183,23,232583324,202018166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633632,0,0,1633632,1633632,0,0,0,0,0,0,1633632,0,202018166,23,0,9921300,0,13000000,0,22921300,81162408,29135745,50178887,47092585,19003496,226573121,0,-55585,0,-55585,0,7876019,0,0,0,0,126376,0,0,0,0,15945561,2471026,14562386,0,0,134721138,0,0,0,139206454,15917167,0,0,15917167,0,0,0,10694236,144429385,0,144429385,0,103432223,103432223,0,0,0,203651821,-30565160,213454960,1165451,19596570,0,0
65305,12/31/2023 0:00:00,19533,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,3100000,292466,250508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423000,1208792,0,0,0,0,0,0,1423000,1208792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494379,481273,0,0,494379,481273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464000,8332000,496000,1044000,0,14336000,0,0,0,2209845,0,0,0,0,509433,509433,4464000,8332000,496000,1048171,2715107,17055278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11134360,556684,0,0,556684,0,0,0,825576,10865468,0,10865468,0,0,0,0,0,0,0,0,0,0,0,0,0
65323,12/31/2023 0:00:00,19551,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13857940,0,30244910,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6496750,6037871,0,0,0,0,0,0,6496750,6037871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22302000,21127154,0,0,0,0,0,28798750,27165025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4971000,5480000,1245000,0,0,11696000,0,0,27165025,0,357705,0,0,0,0,357705,10904586,24718604,3141989,453551,0,39218730,0,0,0,0,0,1471777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331483,0,0,0,9103016,184180,0,0,184180,0,-6241,0,785591,8501605,0,8501605,0,0,0,0,0,0,0,0,0,0,0,0,0
65346,12/31/2023 0:00:00,19574,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306784,100000,0,0,0,406784,0,0,0,0,0,0,0,0,0,0,306784,100000,0,0,0,406784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623083,11211,0,0,11211,0,0,0,15967,618327,0,618327,0,0,0,0,0,0,0,0,0,0,0,0,0
65356,12/31/2023 0:00:00,19584,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3238000,4470000,498000,0,0,8206000,0,0,0,0,0,0,0,0,206489,206489,3238000,4470000,498000,0,206489,8412489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508402,169525,0,0,169525,0,0,0,334405,5343522,0,5343522,0,0,0,0,0,0,0,0,0,0,0,0,0
65371,12/31/2023 0:00:00,19599,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,939194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644000,100000,0,0,0,744000,0,0,0,1000000,0,0,0,0,129778,129778,644000,1100000,0,0,129778,1873778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327581,47856,0,0,47856,0,0,0,409397,2966040,0,2966040,0,0,0,0,0,0,0,0,0,0,0,0,0
65378,12/31/2023 0:00:00,19606,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28583330,0,0,0,0,0,0,0,0,0,0,26500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,1442,0,0,0,0,8435194,1334800,0,0,0,9769994,8436636,1334800,0,0,0,9771436,0,0,0,0,0,0,0,0,0,0,37311,0,0,0,0,0,0,0,0,0,0,0,0,0,40847020,2748211,0,0,2748211,0,0,0,3300700,40294531,0,40294531,0,0,0,0,0,0,0,0,0,0,0,0,0
65384,12/31/2023 0:00:00,19612,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746000,0,0,0,0,746000,0,0,0,0,110227,0,0,0,0,110227,856227,0,0,0,0,856227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643807,123878,0,0,123878,0,0,0,98067,2669618,0,2669618,0,0,0,0,0,0,0,0,0,0,0,0,0
65388,12/31/2023 0:00:00,19616,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,16130170,0,43876200,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,1664433,1524736,0,0,1664433,1524736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510013,463265,0,0,0,0,0,0,0,0,0,2174446,1988001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5977000,996000,0,0,0,6973000,0,0,1988001,0,818328,0,0,0,0,818328,6795328,996000,838482,1149519,0,9779329,0,0,0,0,0,0,0,0,0,0,564243,0,0,0,0,0,0,0,0,0,0,0,0,0,9820733,2952028,0,0,2952028,0,0,0,1217865,11554896,0,11554896,0,0,0,0,0,0,0,0,0,0,0,0,0
65398,12/31/2023 0:00:00,19626,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27341526,0,35508475,0,0,0,3000000,0,0,0,0,8700000,8086824,7804297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15155556,14846930,12787641,10771433,0,0,0,0,15155556,14846930,12787641,10771433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23242380,12787641,10771433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730000,2695000,490000,0,0,3915000,0,0,10771433,23242380,0,0,0,0,484823,484823,12356025,9266200,15103215,1203373,484823,38413636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25503982,522531,0,0,522531,0,0,0,1501897,24524616,0,24524616,0,0,0,0,0,0,0,0,0,0,0,0,0
65402,12/31/2023 0:00:00,19630,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496191,464453,0,0,8877000,8060254,0,0,1474074,1340995,0,0,10351074,9401249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10847265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948000,699000,249000,0,0,1896000,0,0,0,10847265,0,0,0,0,110000,110000,1377072,3761266,3505444,4099483,110000,12853265,-600,0,0,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215905,29984,0,0,29984,0,0,0,204957,2040932,0,2040932,0,0,0,0,0,0,0,0,0,0,0,0,0
65411,12/31/2023 0:00:00,19639,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8144000,15118967,12501000,0,0,35763967,0,0,0,0,0,0,0,0,0,0,8144000,15118967,12501000,0,0,35763967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4541097,33161,0,0,33161,0,0,0,394673,4179585,0,4179585,0,0,0,0,0,0,0,0,0,0,0,0,0
65412,12/31/2023 0:00:00,19640,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934111,882188,0,0,33141939,29323809,0,0,18155,17181,0,0,33160094,29340990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36752704,35402728,0,0,0,0,0,70846909,65625906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1244000,0,0,0,2744000,0,0,65625906,0,0,0,0,0,502573,502573,13497142,24087233,17077757,13707774,502573,68872479,0,-67,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20833988,471407,0,0,471407,0,0,0,1118962,20186433,0,20186433,0,0,0,0,0,0,0,0,0,0,0,0,0
65421,12/31/2023 0:00:00,19649,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44249220,0,58959653,0,0,0,3333363,0,0,0,0,24700000,0,0,0,0,0,0,35033862,30788611,0,0,86992186,75382434,0,0,122026048,106171045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6818962,6258857,0,0,4936311,4795469,0,0,0,0,0,133781321,117225371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117225371,0,500000,2388973,0,0,0,2888973,17164753,14066774,22294457,51465767,15122593,120114344,0,0,0,0,0,0,0,0,66963388,28860765,0,0,0,0,0,0,1572500,0,390178,3151734,12783924,4949502,0,0,62903674,3422826,0,0,3422826,0,0,0,3763649,62562851,0,62562851,0,0,0,0,0,0,0,0,0,0,0,0,0
65424,12/31/2023 0:00:00,19652,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,1430,0,0,1370,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112225,1296000,0,0,0,3408225,0,0,0,1370,0,0,0,0,3978,3978,2112225,1296000,1370,0,3978,3413573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846234,42023,0,0,42023,0,0,0,113329,1774928,0,1774928,0,0,0,0,0,0,0,0,0,0,0,0,0
65426,12/31/2023 0:00:00,19654,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3370000,0,0,0,0,3370000,0,0,0,0,0,0,0,0,4473,4473,3370000,0,0,0,4473,3374473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532199,104552,0,0,104552,0,0,0,196646,3440105,0,3440105,0,0,0,0,0,0,0,0,0,0,0,0,0
65427,12/31/2023 0:00:00,19655,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625955,0,0,0,0,625955,0,0,0,0,2433,0,0,0,0,2433,628388,0,0,0,0,628388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819578,15091,0,0,15091,0,0,0,46697,787972,0,787972,0,0,0,0,0,0,0,0,0,0,0,0,0
65448,12/31/2023 0:00:00,19676,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,9000,0,9000,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699119,0,0,0,1235297,76482,0,0,76482,0,0,0,65598,1246181,0,1246181,0,0,0,0,0,0,0,0,0,0,0,0,0
65458,12/31/2023 0:00:00,19686,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5229000,3237000,249000,0,0,8715000,0,0,0,0,0,0,0,0,69200,69200,5229000,3237000,249000,0,69200,8784200,0,0,0,0,0,0,0,0,1075888,0,0,0,0,0,1014564,0,0,0,0,0,670639,0,0,0,6422364,141393,0,0,141393,0,0,0,348985,6214772,0,6214772,0,0,0,0,0,0,0,0,0,0,0,0,0
65464,12/31/2023 0:00:00,19692,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48836250,0,7290558,0,0,15522802,15991935,0,0,0,0,15522802,0,0,0,0,0,0,999236,755616,0,0,39118102,33955484,0,0,40117338,34711100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14676888,12418920,0,0,0,0,0,0,14676888,12418920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10478328,8520374,0,0,249603,231175,0,0,0,0,0,65522157,55881569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55881569,0,0,2205109,0,0,0,2205109,1615598,5189496,18605811,22458039,10217734,58086678,0,0,0,0,0,0,0,0,1686455,0,0,0,0,0,0,0,0,0,0,0,2422529,0,0,0,21833302,457038,0,0,457038,0,0,0,1873689,20416651,0,20416651,0,0,0,0,0,0,0,0,0,0,0,0,0
65466,12/31/2023 0:00:00,19694,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,200000,0,0,0,1100000,0,0,0,0,0,0,0,0,16834,16834,900000,200000,0,0,16834,1116834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658817,59393,0,0,59393,0,0,0,48327,669883,0,669883,0,0,0,0,0,0,0,0,0,0,0,0,0
65471,12/31/2023 0:00:00,19699,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497010,2497000,750000,0,0,6744010,0,0,0,0,0,0,0,0,89734,89734,3497010,2497000,750000,0,89734,6833744,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9288863,78640,0,0,78640,0,0,0,264541,9102962,0,9102962,0,0,0,0,0,0,0,0,0,0,0,0,0
65477,12/31/2023 0:00:00,19705,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838000,3468336,0,0,0,8306336,0,0,0,0,0,31211,0,0,0,31211,4838000,3499547,0,0,0,8337547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511979,8668,0,0,8668,0,0,0,83517,2437130,0,2437130,0,0,0,0,0,0,0,0,0,0,0,0,0
65484,12/31/2023 0:00:00,19712,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243907,0,0,0,0,243907,0,0,0,0,3264,0,0,0,0,3264,247171,0,0,0,0,247171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70265,34022,0,0,34022,0,0,0,3782,100505,0,100505,0,0,0,0,0,0,0,0,0,0,0,0,0
65491,12/31/2023 0:00:00,19719,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27395289,0,43061515,0,0,0,27775458,0,0,0,0,0,0,0,1509468,1450547,0,0,51788265,46878818,0,0,15891166,13388995,0,0,67679431,60267813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5919599,5690380,0,0,0,0,0,75108498,67408740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67408740,0,0,510729,0,0,0,510729,20355197,9538096,17338547,20687629,0,67919469,0,0,0,0,103448,249015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20750994,790002,0,0,790002,0,0,0,2262617,19278379,0,19278379,0,0,0,0,0,0,0,0,0,0,0,0,0
65493,12/31/2023 0:00:00,19721,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211428,640000,561290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145184,130960,0,0,785184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545000,3500000,1375000,285000,0,5705000,0,0,0,785184,0,0,0,0,33334,33334,545000,3500000,1775000,525000,178518,6523518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181289,54517,0,0,54517,0,0,0,146266,2089540,0,2089540,0,0,0,0,0,0,0,0,0,0,0,0,0
