"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
24769,12/31/2023 0:00:00,26408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59845,0,1,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,62022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24770,12/31/2023 0:00:00,21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131360,0,0,0,0,0,0,0,0,0,0,0,0,7516062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744669,1748000,0,0,4891228,0,0,150791,0,667975,4885704,3350,724460,0,0,0,0,0,429280,0,10,0,0,0,0,0,4917,0,75082,0,0,0,0,0,0,0,0,0,0,0,0,0,344,342,11,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1090,0,8796,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648483,0,0,0,0,0,0,0,0,648483,25161950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24771,12/31/2023 0:00:00,18922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12617303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600900,0,0,0,1242000,0,0,0,5861381,0,0,223951,2000,1168800,3441896,38171,5658524,0,0,0,0,0,428110,0,161,0,0,0,0,0,6935,0,75495,0,0,0,0,0,0,0,0,0,0,0,0,0,976,743,14,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8353,0,15536,0,0,7,23889,0,2080,466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220216,0,0,0,0,0,0,0,0,2220216,36478366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24773,12/31/2023 0:00:00,19697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6091182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692575,0,0,14936,12023,448166,172349,52853,3478851,0,0,0,0,0,402015,0,66,0,0,0,0,0,2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,570,14,52022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,6028,7836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3261178,0,0,0,0,0,0,0,0,3261178,11149934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24774,12/31/2023 0:00:00,18422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141085444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5589339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20056900,0,0,0,2232000,0,0,0,84413273,0,0,1048378,142896,4768763,5907085,329950,8835147,0,0,0,0,0,623506,0,2230,0,0,0,0,0,104073,0,913523,0,0,0,0,0,0,0,0,0,0,0,0,0,4195,2555,13,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39343,0,155675,20768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7603298,0,0,0,0,0,0,0,0,7603298,288335854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24776,12/31/2023 0:00:00,26409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193910,1246000,0,0,515135,0,0,0,0,0,58885,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24780,12/31/2023 0:00:00,16719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461304,0,0,0,0,0,0,0,0,0,0,0,0,109469793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7106210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18250000,40610000,9500000,0,9747000,0,0,0,83199133,0,0,7343614,4647938,15123622,93555154,20626729,89262485,0,0,0,0,0,2004507,0,1189,0,0,0,0,0,68738,0,381538,0,0,0,0,0,0,0,0,0,0,0,0,0,5532,6428,37,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14764,0,0,0,0,8,32646,0,97270,9522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38727044,0,0,0,0,0,0,0,0,38727044,423325205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24781,12/31/2023 0:00:00,26412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,82023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24783,12/31/2023 0:00:00,16716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845862,0,0,0,0,0,0,0,0,0,0,0,0,22457281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650604,1493000,0,0,6930065,0,0,252427,250157,2766797,1964388,2337516,2628953,0,0,0,0,0,575010,0,363,0,0,0,0,0,10454,0,159434,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,925,21,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5257229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7528,0,0,0,0,5,25911,0,71986,12913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075166,0,0,0,0,0,762017,0,0,1837183,50613990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24784,12/31/2023 0:00:00,26413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000,0,309591,249000,0,0,590639,0,0,0,0,0,0,0,0,0,0,0,0,0,54276,0,7,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,7,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000,148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283241,0,0,0,0,0,0,0,0,283241,1712857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24786,12/31/2023 0:00:00,20300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9356,0,0,0,0,0,0,0,0,0,0,0,0,20531704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5351345,0,0,0,0,0,0,0,1076096,0,0,0,0,0,292388,0,42,0,0,0,0,0,8674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,262,7,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3965720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8609,0,49148,26965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27043698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24793,12/31/2023 0:00:00,16373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15965279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6556408,0,0,0,0,1653762,237151,0,2175317,0,0,0,0,0,126045,0,47,0,0,0,0,0,5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,1152,11,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18441,0,12450,4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376183,0,0,0,0,0,0,0,0,376183,28123929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24796,12/31/2023 0:00:00,20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392701,0,0,0,0,0,0,0,0,0,0,0,0,52439286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13945019,0,0,195120,0,5034227,2258447,0,5013719,0,0,0,0,0,1117247,0,270,0,0,0,0,0,12277,0,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,947,14,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14938,0,46243,0,2422,28,67159,0,75575,3672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294070,0,0,0,0,0,0,0,0,4294070,99066144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24797,12/31/2023 0:00:00,18730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516631,81308,0,0,0,0,0,0,0,0,0,0,0,56870750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40054810,0,0,2118021,218693,7277946,8946076,1068199,35412034,0,0,0,0,0,265243,0,214,0,0,0,0,0,24107,0,370146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,9,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289847,0,0,0,0,0,0,0,0,5289847,157539040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24801,12/31/2023 0:00:00,17767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44516,0,0,0,0,0,0,0,0,0,0,0,0,19348662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7538120,0,0,713485,816888,3027287,3739650,546967,3579008,0,0,0,0,0,102558,0,581,0,0,0,0,0,18465,0,20936,0,0,0,0,0,0,0,0,0,0,0,0,0,938,685,9,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40891,0,49186,0,0,45,107820,0,13326,9506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568500,0,0,0,0,0,0,0,0,568500,45328923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24802,12/31/2023 0:00:00,26418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414255030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421140000,0,14420142,26514102,1327337,0,252568789,0,0,5265472,3697966,39893002,101592791,22456919,409718204,0,0,0,0,0,0,0,881,0,0,0,0,0,165352,0,842104,0,0,0,0,0,0,0,0,0,0,0,0,0,5003,5953,0,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73116380,0,0,0,0,0,0,0,0,0,0,409250000,409250000,0,0,0,0,0,0,0,0,0,11571,0,0,0,0,15,41089,0,350536,27631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182655715,0,0,0,0,0,60682,0,0,182716397,1278775363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24804,12/31/2023 0:00:00,26419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312258,0,0,0,0,0,0,0,0,0,0,0,0,5125115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154126,331308,0,0,839729,0,0,0,0,0,143827,0,51,0,0,0,0,0,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,32022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24807,12/31/2023 0:00:00,16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37400040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13763571,0,0,216520,294503,4105730,4850151,974091,7670325,0,0,0,0,0,1395465,0,424,0,0,0,0,0,10866,0,45502,0,0,0,0,0,0,0,0,0,0,0,0,0,299,637,14,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16085642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7349,0,4029,2359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5561000,0,0,0,0,0,0,0,0,5561000,74328898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24808,12/31/2023 0:00:00,14628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45401,0,0,0,0,0,0,0,0,0,0,0,0,336320270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,30000000,0,2680000,16483636,1718000,0,237763220,0,0,18716534,8765250,76478667,144854911,8415922,201582567,0,0,0,0,0,3228081,0,4104,0,0,0,0,0,206934,0,1516942,0,0,0,0,0,0,0,0,0,0,0,0,0,24816,19957,36,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63981126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651906,0,0,0,0,334,1243113,0,1785632,232068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98058480,0,0,0,0,0,0,0,0,98058480,1209493225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24810,12/31/2023 0:00:00,26424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581322,0,0,0,0,0,0,0,0,0,0,0,0,1885716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330000,0,0,0,0,0,1533842,0,0,40179,0,43190,767901,130424,0,0,0,0,0,0,19897,0,22,0,0,0,0,0,3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330000,1330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78656,0,0,0,0,0,0,0,0,78656,5562421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24811,12/31/2023 0:00:00,16871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98540,0,0,0,0,0,0,0,0,0,0,0,0,11043659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520353,200000,0,0,4440871,0,0,0,0,2439591,1119837,0,7166123,0,0,0,0,0,149329,0,25,0,0,0,0,0,7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,498,8,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617897,0,0,0,0,0,0,0,0,617897,27082295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24812,12/31/2023 0:00:00,15005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737416,0,0,0,0,0,0,0,0,0,0,0,0,186959081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8661522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15103000,9600000,21400000,0,40185360,43017475,4614000,0,156036840,0,0,11506152,3110722,54822868,53787814,9212004,143071973,0,0,0,0,0,188851,0,1882,0,0,0,0,0,105938,0,687028,0,0,0,0,0,0,0,0,0,0,0,0,0,3691,7743,8,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000,16400000,18000000,0,0,0,0,0,0,0,0,0,106202,0,24990,0,0,38,190934,0,280252,121253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54149384,0,0,0,0,0,0,0,0,54149384,817788384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
