"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
23803,12/31/2023 0:00:00,13932,2/9/2024 10:01:35 PM,0,1824,0,26271126,0,21794893,21794893,0,25826,0,14329,908,24332275,17,3287975,206819,0,0,0,0,0,0,0,1745,10000,0,0,30830,424805,0,0,0,0,0,0,999,1066,222,382,16009,0,0,0,0,0,0,0,0,0,0,0,0,0,1933265,1687833,0,0,464409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202326,0,0,0,0,46403,1700000,0,3773710,1053812,12354613,12955283,1911094,0,1041997,0,0,18,0,0,0,0,0,0,0,0,0,237401,0,938,0,0,0,0,0,0,0,0,0,0,1668540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88172,3220,42971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23807,12/31/2023 0:00:00,13936,1/24/2024 10:10:07 PM,6923,3169,0,7056294,0,6100394,6100394,0,0,0,0,259,4431273,145,1865564,81131,0,0,0,0,0,0,0,577,900,0,-1740,487,3555,0,0,0,0,0,0,0,1034,525,567,14419,24102,0,0,0,0,0,0,0,0,0,0,0,0,5807788,232791,0,0,409412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76114,0,0,0,0,11771,0,0,232114,0,60492,60492,0,0,711338,0,0,48,0,0,0,0,0,0,0,0,0,55782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23811,12/31/2023 0:00:00,13940,1/30/2024 10:34:30 PM,0,259467,0,17241621,0,15801221,15801221,0,0,0,0,448,4796742,187,2052074,60750,0,0,0,0,0,0,0,2325,3000,0,0,0,6900,0,0,0,0,0,0,0,1200,700,600,36044,26648,0,0,0,0,0,0,0,0,0,0,0,0,15801221,206663,0,0,525321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159628,0,0,0,0,105929,0,0,0,0,0,0,0,0,1127808,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16113,18622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23848,12/31/2023 0:00:00,13977,1/30/2024 10:38:03 PM,1436544,46317,0,39825724,0,28534787,28882787,0,140091,19677,0,1780,22874604,286,5651039,401600,0,0,0,0,0,0,0,4079,47500,0,0,6226,68892,0,0,0,0,0,1,0,1300,499,649,59044,57351,0,0,0,0,120897,0,0,0,0,0,0,0,17286547,0,0,0,1558997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284908,0,0,0,0,539464,2300000,348000,9842908,0,910461,1284436,0,0,8100940,0,0,335,0,0,0,0,0,0,0,0,0,747963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70939,47099,142664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23865,12/31/2023 0:00:00,13994,1/31/2024 10:07:12 PM,1835792,405214,0,40321417,0,26583196,31338135,0,551480,671354,455768,1887,30058547,436,7146609,2064483,0,0,0,0,0,0,0,6088,148620,0,0,39029,72523,0,0,0,0,0,52,1395,1218,723,873,111886,28151,0,0,0,0,0,0,0,0,0,0,0,0,8556535,0,0,0,3128142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274251,0,0,0,0,5492977,2016667,4754939,10143071,1159136,1494246,2084646,4442137,0,1473638,0,0,137,0,0,0,0,0,0,0,0,0,1065654,0,2424,0,0,0,0,0,0,0,0,0,0,1536730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115396,0,4152400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23888,12/31/2023 0:00:00,14017,1/29/2024 12:05:34 AM,0,0,0,86771,0,71201,71201,0,0,0,0,4,15647,2,10472,0,0,0,0,0,0,0,0,96,200,0,0,0,716,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71201,11484,0,0,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23896,12/31/2023 0:00:00,14024,1/10/2024 10:03:29 PM,0,0,0,128157,0,108276,108276,0,0,0,0,3,7033,3,6527,0,0,0,0,0,0,0,0,277,600,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,16472,0,0,0,0,0,0,0,91804,5894,0,0,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,13987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23899,12/31/2023 0:00:00,14027,2/8/2024 10:02:15 PM,0,540,0,91842,0,82367,82367,0,0,0,0,9,9521,4,6000,0,0,0,0,0,0,0,0,269,2100,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,2876,302,0,0,0,0,0,0,0,0,0,0,0,0,82367,0,0,0,4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,523,0,0,0,0,0,0,0,0,8952,0,0,0,0,0,0,0,0,0,0,0,0,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23900,12/31/2023 0:00:00,14028,1/26/2024 10:11:25 PM,0,0,0,13568276,0,11271860,11271860,0,1614,0,0,926,7175444,723,3677973,2935,0,0,0,0,0,0,0,2669,5000,0,0,0,106793,0,0,0,0,0,0,0,890,890,433,22283,845,0,0,0,0,0,0,0,0,0,0,0,0,11244961,125996,0,0,224998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125912,0,0,0,0,25254,0,0,0,0,26899,26899,0,0,2127888,0,0,273,0,0,0,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,4744,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23908,12/31/2023 0:00:00,14036,1/24/2024 10:07:17 PM,0,150,0,1604344,0,959580,959580,0,53918,0,0,306,1132384,224,717397,87570,0,0,0,0,0,0,0,378,400,0,14418,0,-1271,0,0,0,0,0,0,0,1800,678,783,16795,1034,0,0,0,0,0,0,0,0,0,0,0,0,917853,83032,0,0,90392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10344,0,0,0,0,1374,0,0,0,0,41727,41727,0,0,559834,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23949,12/31/2023 0:00:00,14077,1/19/2024 10:07:33 PM,9215496,971596,0,342879854,0,278899813,278899813,0,510213,271600,169046,11421,198901701,4430,85445873,1394796,0,0,0,0,0,0,0,19698,200000,0,0,149944,2974481,0,0,0,0,0,0,999,999,499,635,273748,109937,0,0,0,0,205703,0,0,0,0,0,0,0,169883083,0,0,0,6807344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615187,0,0,0,0,863351,7500000,0,35335243,21096793,50357626,52165061,0,0,56703361,0,0,5286,0,0,0,0,0,0,0,0,0,1723602,0,16216,0,0,0,0,0,0,0,0,0,0,3376678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547032,259597,23652962,0,0,0,0,0,1752180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23952,12/31/2023 0:00:00,14080,1/30/2024 10:32:49 PM,1196205,343091,0,27328266,0,22925152,23915152,0,102915,84551,0,3303,18033719,331,6969438,372226,0,0,0,0,0,0,0,3213,124000,0,0,28288,233676,0,0,0,0,0,4,870,628,593,336,522872,19668,0,0,0,0,688,0,0,0,0,0,0,0,10504239,1919234,0,0,1768924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251510,0,0,0,0,98812,456564,990000,2672202,1512517,2110324,2284662,5426834,0,563799,0,0,805,0,0,0,0,0,0,0,0,0,710943,0,14119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87836,11106,157505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23957,12/31/2023 0:00:00,14085,2/1/2024 11:14:28 AM,52210492,16506693,0,8640577027,0,7655500337,7655500337,0,14391732,3698766,1794543,208732,5373719581,70350,1267874633,29148358,0,0,0,0,0,0,0,355473,888683,0,0,67908185,176309756,0,0,0,0,0,0,1800,1600,475,515,24983061,3952729,0,0,0,0,1158689819,0,0,0,0,0,0,0,4011118821,0,0,0,139300114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67308622,0,0,0,0,78496531,0,0,694990989,121250324,1342894287,1606955841,0,0,963503126,0,0,37743,0,0,0,0,0,0,0,0,0,31629049,0,2210397,0,0,0,0,0,0,0,0,0,0,2778393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16402060,5347013,31191540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23958,12/31/2023 0:00:00,14086,2/1/2024 2:37:57 PM,0,53243,0,70897727,0,57603965,58356276,0,61946,43051,0,3134,41202942,1907,31794456,390583,0,0,0,0,0,0,0,9317,75000,0,0,0,200427,0,0,0,0,0,5,942,1285,316,450,520150,73078,0,0,0,0,0,0,0,0,0,0,0,0,34482546,0,0,0,2805142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584382,0,0,0,0,720763,0,752311,10756222,881475,5488948,5491502,5970172,0,11867838,0,0,202,0,0,0,0,0,0,0,0,0,788017,0,105800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128813,89656,117377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23964,12/31/2023 0:00:00,14092,1/18/2024 10:04:19 PM,455522,237280,0,103858009,0,95568475,95568475,0,3137,0,0,3002,50938013,695,25805632,53578,0,0,0,0,0,0,0,9148,22000,0,0,0,166378,0,0,0,0,0,0,1549,1198,459,533,575996,103935,0,0,0,0,0,0,0,0,0,0,0,0,60597177,0,0,0,3420880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953219,0,0,0,0,187006,0,0,21044012,4180222,8033038,8575957,0,0,8102528,0,0,862,0,0,0,0,0,0,0,0,0,572873,0,42282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140091,114268,561843,0,0,0,0,0,50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23974,12/31/2023 0:00:00,14102,1/20/2024 10:05:07 PM,40000,791,0,4663785,0,3413628,3413628,0,0,0,0,92,2384981,22,507750,0,0,0,0,0,0,0,0,417,2000,0,13761,0,64409,0,0,0,0,0,0,0,1175,625,675,21914,1210,0,0,0,0,0,0,0,0,0,0,0,0,3285480,60568,0,0,107564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27015,0,0,0,0,17834,0,0,0,0,117430,128148,0,0,1171755,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,6617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23979,12/31/2023 0:00:00,14107,1/29/2024 10:11:21 PM,0,30852,0,15716943,0,14331004,14331004,0,26400,7537,23801,5516,7679969,365,1629826,70833,0,0,0,0,0,0,0,2991,15000,0,161136,0,9619,0,0,0,0,0,0,0,947,496,420,152855,51168,0,0,0,0,250000,0,0,0,0,0,0,0,6868177,0,0,0,478155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158516,0,0,0,0,20347,0,0,6767626,0,445200,445200,0,0,1786974,0,0,55,0,0,0,0,0,0,0,0,0,36505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119916,14482,39403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23986,12/31/2023 0:00:00,14114,2/13/2024 10:02:45 PM,93231,23084,0,56354442,0,45128926,45128926,0,0,0,0,1240,30748622,352,9520778,0,0,0,0,0,0,0,0,2403,83000,0,0,23407,340468,0,0,0,0,0,0,0,846.9,348.8,363.6,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,40233686,1482,0,0,609464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497158,0,0,0,0,0,3259506,0,0,4895240,0,0,0,0,7927154,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61945,5405,112370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23990,12/31/2023 0:00:00,14118,1/10/2024 10:03:27 PM,0,1457,0,2840105,0,2210549,2210549,0,16179,5275,1770,383,1126978,775,975680,27401,0,0,0,0,0,0,0,776,2850,0,16863,0,11913,0,0,0,0,0,0,0,1500,450,650,20936,5089,0,0,0,0,0,0,0,0,0,0,0,0,1823950,0,0,0,136183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25674,0,0,0,0,4513,0,0,0,0,386599,386599,0,0,617852,0,0,18,0,0,0,0,0,0,0,0,0,15164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24003,12/31/2023 0:00:00,14131,1/30/2024 10:26:32 PM,52804224,4508144,0,4030720162,0,3317524319,3361368319,0,35241995,12357755,2148429,166210,3564091589,52002,1171948093,100696364,0,0,0,0,0,0,0,403764,500000,0,0,24591247,51208769,0,0,0,0,0,2,1500,1075,525,395,39848783,3800776,0,0,0,0,37045137,0,0,0,0,0,0,0,783082514,0,0,0,155329236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30528958,0,0,0,0,21002434,347500000,43844000,572566335,212269496,631730185,920026672,792534164,0,307962121,0,0,30303,0,0,0,0,0,0,0,0,0,124077024,0,3255816,0,0,0,0,0,0,0,0,0,0,18600707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11168359,510551,66416048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24026,12/31/2023 0:00:00,14154,2/5/2024 10:06:25 PM,2232984,401915,0,313250786,0,284961268,284961268,0,968918,295574,12025,21369,213691579,3992,78121136,1786735,0,0,0,0,0,0,0,30914,105000,0,0,12983,3330689,0,0,0,0,0,0,1043,1217,558,674,972274,286026,0,0,0,0,766617,0,0,0,0,0,0,0,79973490,5449805,0,0,13854484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859459,0,0,0,0,3021939,0,0,55007128,12204780,32462426,48292777,85735435,0,19550308,0,0,6947,0,0,0,0,0,0,0,0,0,3613223,0,125596,0,0,0,0,0,0,0,0,0,0,150802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844425,219522,1901746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
