"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
24731,12/31/2023 0:00:00,18156,0,0,0,0,0,0,18724652,0,0,0,0,0,0,0,6968165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396735,0,0,0,26089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,498,0,0,0,0,0,0,873
24733,12/31/2023 0:00:00,15916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24742,12/31/2023 0:00:00,17005,0,0,0,0,0,0,45679445,0,0,0,0,0,0,0,47974084,0,0,0,0,0,0,0,0,0,13050678,0,0,0,0,4734780,0,0,2125685,119077893,0,0,0,0,18563899,792,9,26,352,0,0,187,8,35,1,261,9,270,153,0,39,0,531,801,1853,1310,7,0,0,0,0,0,3023
24743,12/31/2023 0:00:00,22360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
24745,12/31/2023 0:00:00,15087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
24746,12/31/2023 0:00:00,21072,0,0,0,0,0,0,7210594,0,0,0,0,0,0,0,1499109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345719,0,0,0,12169972,0,0,0,0,3114550,3,0,0,0,0,0,2,0,1,0,3,0,5,0,0,0,0,0,3,94,1846,0,0,0,0,0,0,321
24748,12/31/2023 0:00:00,18790,0,0,0,0,0,0,45681597,0,0,0,0,0,0,0,66935776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10798831,0,0,1660339,126626330,0,0,0,0,1549787,4,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,4,1451,1721,0,3,0,0,0,3,977
24751,12/31/2023 0:00:00,15907,0,0,0,0,0,0,704163,0,0,0,0,0,0,0,823837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28479,0,0,0,1678874,0,0,0,0,122395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,54,0,0,0,0,0,0,97
24753,12/31/2023 0:00:00,19648,0,0,0,0,0,0,8167228,0,0,0,0,0,0,0,3034789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101596,0,0,3316580,14620193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,458,0,0,0,0,0,0,386
24759,12/31/2023 0:00:00,20496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,56
24763,12/31/2023 0:00:00,21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,104
24767,12/31/2023 0:00:00,26404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
24769,12/31/2023 0:00:00,26408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24770,12/31/2023 0:00:00,21616,0,0,0,0,0,0,161854,0,0,0,0,0,0,0,651050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42744,0,0,0,1331730,0,0,0,0,476082,9,0,0,0,0,0,0,0,2,0,2,0,2,7,0,0,0,7,9,144,23,2,0,0,0,0,0,101
24771,12/31/2023 0:00:00,18922,0,0,0,0,0,0,6129128,0,0,0,0,0,0,0,3670656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474309,0,0,0,10299756,0,0,0,0,25663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,240,0,0,0,0,0,0,108
24773,12/31/2023 0:00:00,19697,0,0,0,0,0,0,790053,0,0,0,0,0,0,0,589576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111949,0,0,0,1783620,0,0,0,0,292042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,18,0,0,0,0,0,40
24774,12/31/2023 0:00:00,18422,0,0,0,0,0,0,20669917,0,0,0,0,0,0,0,18216197,0,0,0,0,0,0,0,0,0,183558,0,0,0,0,1572855,0,0,0,52122897,0,0,0,0,11663928,2,1,0,0,0,0,2,0,0,1,2,1,3,0,0,0,0,0,3,188,1281,0,0,0,0,0,0,636
24776,12/31/2023 0:00:00,26409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
24780,12/31/2023 0:00:00,16719,0,0,0,0,0,0,44578430,0,0,0,0,0,0,0,17940818,0,0,0,0,0,0,0,0,0,19571125,0,0,0,0,5623266,0,0,102537,95107150,0,0,0,0,26862099,315,38,0,40,0,0,89,15,92,9,200,31,231,75,7,8,0,122,353,703,665,0,0,0,0,0,0,1330
24781,12/31/2023 0:00:00,26412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
24783,12/31/2023 0:00:00,16716,0,0,0,0,0,0,345525,0,0,0,0,0,0,0,4013873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,16344,5314176,0,0,0,0,938381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,28,0,0,0,0,0,0,141
24784,12/31/2023 0:00:00,26413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24393,0,0,0,0,24393,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,33
24786,12/31/2023 0:00:00,20300,0,0,0,0,0,0,287363,0,0,0,0,0,0,0,3616923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473,0,0,0,4049801,0,0,0,0,141042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,154,0,0,0,0,0,0,2
24793,12/31/2023 0:00:00,16373,0,0,0,0,0,0,45660,0,0,0,0,0,0,0,2034202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95827,0,0,23793,2517982,0,0,0,0,318500,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,49,2,0,0,0,0,0,0,175
24796,12/31/2023 0:00:00,20292,0,0,0,0,0,0,1846929,0,0,0,0,0,0,0,5374820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25018,0,0,0,7246767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,241,0,0,0,0,0,0,525
24797,12/31/2023 0:00:00,18730,0,0,0,0,0,0,8317363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699285,0,0,138240,15872988,0,0,0,0,4718100,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,403,274,0,0,0,0,0,0,513
24801,12/31/2023 0:00:00,17767,0,0,0,0,0,0,327792,0,0,0,0,0,0,0,2555230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281212,0,0,0,3202665,0,0,0,0,38431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,0,0,0,0,0,0,40
24802,12/31/2023 0:00:00,26418,0,0,0,0,0,0,11664718,0,0,0,0,0,0,0,10513599,0,0,0,0,0,0,0,0,0,755765,0,0,0,0,180448,0,0,541254,22900019,0,0,0,0,0,110,3,0,0,0,0,57,1,17,1,85,3,88,25,0,7,1,25,113,8669,468,8,0,0,0,0,0,6995
24804,12/31/2023 0:00:00,26419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
24807,12/31/2023 0:00:00,16231,0,0,0,0,0,0,6338882,0,0,0,0,0,0,0,3050418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121016,0,0,3304062,14014670,0,0,0,0,1200292,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,113,119,90,0,0,0,0,0,94
24808,12/31/2023 0:00:00,14628,0,0,0,0,0,0,151953484,0,0,0,0,0,0,0,108589374,0,0,0,0,0,0,0,0,0,6137922,0,0,0,0,2773632,0,0,10660878,312422468,0,0,0,0,38445100,302,41,0,59,0,1,39,2,141,28,228,40,266,15,0,34,6,63,343,1724,3219,21,1,0,2,0,3,1861
24810,12/31/2023 0:00:00,26424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,2,5,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11
24811,12/31/2023 0:00:00,16871,0,0,0,0,0,0,3008765,0,0,0,0,0,0,0,626109,0,0,0,0,0,0,0,0,0,93265,0,0,0,0,38551,0,0,154577,4211413,0,0,0,0,383411,12,0,0,0,0,0,0,0,11,0,11,0,11,1,0,0,0,1,12,60,128,0,0,0,0,0,0,67
24812,12/31/2023 0:00:00,15005,0,0,0,0,0,0,35849598,0,0,0,0,0,0,0,23398784,0,0,0,0,0,0,0,0,0,17619541,0,0,0,0,9707817,0,0,32054,70173854,0,0,0,0,1185601,494,5,0,0,0,0,18,0,41,2,438,5,443,55,0,358,2,56,499,1370,1017,35,1,1,1,0,3,4121
24813,12/31/2023 0:00:00,20206,0,0,0,0,0,0,5359635,0,0,0,0,0,0,0,6229834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6364269,0,0,71537,19789468,0,0,0,0,1764193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,199
24814,12/31/2023 0:00:00,20547,0,0,0,0,0,0,828808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,2402615,0,0,0,5780123,0,0,0,0,2548700,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,2,197,25,0,0,0,0,0,0,2
24816,12/31/2023 0:00:00,14589,0,0,0,0,0,0,577255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47519,624774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,34,0,0,0,0,0,0,48
24818,12/31/2023 0:00:00,23008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4566543,0,0,0,0,0,0,0,0,0,1418956,0,0,0,0,0,0,0,7366394,11932937,0,0,0,0,0,80,2,48,0,0,0,30,2,0,0,32,2,34,0,0,0,0,48,82,244,0,0,0,0,0,0,0,77
24819,12/31/2023 0:00:00,20811,0,0,0,0,0,0,5913416,0,0,0,0,0,0,0,7667857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476134,0,0,466161,15014079,0,0,0,0,490511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,350
24823,12/31/2023 0:00:00,26426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24824,12/31/2023 0:00:00,15308,0,0,0,0,0,0,132498303,0,0,0,0,0,0,0,142099079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33339329,0,0,52867722,360804433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,2473,0,0,0,0,0,0,1078
24826,12/31/2023 0:00:00,18598,0,0,0,0,0,0,4438459,0,0,0,0,0,0,0,16259818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157936,0,0,1033147,25718086,0,0,0,0,3828726,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,8,524,323,0,0,0,0,6,6,113
24829,12/31/2023 0:00:00,26221,0,0,0,0,0,0,501,0,0,0,0,0,0,0,1522447,0,0,0,0,0,0,0,0,0,61080130,0,0,0,0,0,0,0,2508079,7888955,0,0,0,0,3857928,117,37,1,0,0,0,37,9,14,5,110,35,145,6,2,49,13,9,154,1491,5,26,2,0,0,0,2,745
24830,12/31/2023 0:00:00,20080,0,0,0,0,0,0,7146149,0,0,0,0,0,0,0,1917599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234122,0,0,0,9408640,0,0,0,0,110770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,113,0,0,0,0,0,0,14
24831,12/31/2023 0:00:00,14591,0,0,0,0,0,0,30500845,0,0,0,0,0,0,0,7741361,0,0,0,0,0,0,0,0,0,23162092,0,0,0,0,65928,0,0,7259829,61090741,0,0,0,0,15522778,55,4,0,0,0,0,2,0,28,1,53,4,57,2,0,23,2,2,59,2316,973,1,0,0,0,0,0,3284
24839,12/31/2023 0:00:00,17983,0,0,0,0,0,0,42773403,0,0,0,0,0,0,0,11611319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680395,0,0,4252,56069369,0,0,0,0,0,14,4,2,0,0,0,0,0,2,1,2,1,3,10,3,0,0,15,18,202,523,0,0,0,0,0,0,32
24840,12/31/2023 0:00:00,20539,0,0,0,0,0,0,6301143,0,0,0,0,0,0,0,669277,0,0,0,0,0,0,0,0,0,24669,0,0,0,0,0,0,0,1784911,8785339,0,0,0,0,30008,0,14,0,0,0,0,0,0,0,10,0,14,14,0,0,0,0,0,14,88,399,0,0,0,0,0,0,89
24841,12/31/2023 0:00:00,22363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,0,0,0,0,57
24843,12/31/2023 0:00:00,15251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,51
24845,12/31/2023 0:00:00,26436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
24847,12/31/2023 0:00:00,26438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210961,230314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,9,0,0,0,0,0,42
24848,12/31/2023 0:00:00,26440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24849,12/31/2023 0:00:00,26442,0,0,0,0,0,0,38157770,0,0,0,0,0,0,0,56478600,0,0,0,0,0,0,0,0,0,10088572,0,0,0,0,14332210,0,0,8063366,117031946,0,0,0,0,0,242,4,4,9,0,0,31,2,141,0,198,4,202,31,0,26,2,44,246,1291,984,0,0,0,0,0,0,383
24850,12/31/2023 0:00:00,19790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,2
24851,12/31/2023 0:00:00,15117,0,0,0,0,0,0,1843482,0,0,0,0,0,0,0,2066617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83048,0,0,657919,5100926,0,0,0,0,449860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,70,0,0,0,0,0,0,97
24853,12/31/2023 0:00:00,26381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24854,12/31/2023 0:00:00,18816,0,0,0,0,0,0,228266299,0,0,0,0,0,0,0,278577698,0,0,0,0,0,0,0,0,0,131802,0,0,0,0,19819206,0,0,1351899,625282015,0,0,0,0,97266913,23,210,0,8,0,0,0,0,0,0,0,0,0,15,210,0,0,230,233,2661,5098,0,0,0,0,0,0,613
24855,12/31/2023 0:00:00,20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152937,0,0,0,0,293180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,0,0,0,0,0,10
24857,12/31/2023 0:00:00,17289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
24858,12/31/2023 0:00:00,15683,0,0,0,0,0,0,16376593,0,0,0,0,0,0,0,29856832,0,0,0,0,0,0,0,0,0,1686208,0,0,0,0,17048,0,0,352976,69809949,0,0,0,0,23206500,111,0,0,13,0,0,11,0,3,0,71,0,71,27,0,57,0,40,111,744,1383,0,0,0,0,0,0,1296
24859,12/31/2023 0:00:00,26448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
24860,12/31/2023 0:00:00,18762,0,0,0,0,0,0,14794701,0,0,0,0,0,0,0,15268200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31908383,0,0,0,0,1845482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,627,0,0,0,0,0,0,683
24861,12/31/2023 0:00:00,26449,0,0,0,0,0,0,44640,0,0,0,0,0,0,0,2770766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219849,3035255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0
24862,12/31/2023 0:00:00,26450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123579,0,0,0,192813,0,0,0,0,69234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
24863,12/31/2023 0:00:00,26451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
24866,12/31/2023 0:00:00,26452,0,0,0,0,0,0,862727,0,0,0,0,0,0,0,3502724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365451,0,0,0,0,0,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,95,10,0,0,0,0,0,0,10
24867,12/31/2023 0:00:00,26453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24868,12/31/2023 0:00:00,24354,0,0,0,0,0,0,1926303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,64,0,0,0,0,0,0,24
24871,12/31/2023 0:00:00,15149,0,0,0,0,0,0,15074391,0,0,0,0,0,0,0,19025033,0,0,0,0,0,0,0,0,0,156223,0,0,0,0,3122460,0,0,22206,39541695,0,0,0,0,2297605,38,27,0,4,0,0,15,8,2,8,32,18,52,2,9,15,0,16,65,1661,225,0,0,0,2,0,2,849
24872,12/31/2023 0:00:00,20367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,3,4,101,33,0,0,2,0,0,2,48
24873,12/31/2023 0:00:00,17987,0,0,0,0,0,0,555419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172305,729224,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0,0,0,0,0,0,70
24874,12/31/2023 0:00:00,15649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329558,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,214,95,0,0,0,0,0,0,120
24875,12/31/2023 0:00:00,11779,0,0,0,0,0,0,40167026,0,0,0,0,0,0,0,200764544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7625500,0,0,6937028,255494098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,1319,0,0,0,0,0,0,95
24876,12/31/2023 0:00:00,17949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
24877,12/31/2023 0:00:00,23076,0,0,0,0,0,0,197340603,0,0,0,0,0,0,0,163774765,0,0,0,0,0,0,0,0,0,13525021,0,0,0,0,0,0,0,33995248,487991007,0,0,0,0,92880391,153,51,0,10,0,0,27,4,34,18,135,50,185,8,1,74,28,19,204,2513,2930,0,0,0,0,0,0,2851
24878,12/31/2023 0:00:00,17614,0,0,0,0,0,0,267765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10749,0,0,0,0,3123,0,0,0,279940,0,0,0,0,9052,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,62,16,0,0,0,0,0,0,364
24880,12/31/2023 0:00:00,19913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
24881,12/31/2023 0:00:00,21061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100360,0,0,0,0,100360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
24883,12/31/2023 0:00:00,17932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676337,0,0,0,0,0,0,0,0,0,1046414,0,0,0,0,0,0,0,0,676337,0,0,0,0,0,102,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,162
24885,12/31/2023 0:00:00,16034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328966,328966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
24887,12/31/2023 0:00:00,14985,0,0,0,0,0,0,53553745,0,0,0,0,0,0,0,137989469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384493,0,0,3647022,211083435,0,0,0,0,10508706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829,2855,10,0,0,0,0,0,16916
24888,12/31/2023 0:00:00,22376,0,0,0,0,0,0,4852458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223013,0,0,0,0,9423,0,0,0,8138085,0,0,0,0,3276204,6,142,0,0,0,0,3,31,3,88,6,142,148,0,0,0,16,0,148,939,297,0,0,0,0,0,0,206
24889,12/31/2023 0:00:00,26456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,5109,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6597
24892,12/31/2023 0:00:00,15882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,82
