"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
10427,12/31/2023 0:00:00,5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
10433,12/31/2023 0:00:00,5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,106
10442,12/31/2023 0:00:00,5088,0,0,0,0,0,0,3744024,0,0,0,0,0,0,0,3428144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652802,0,0,0,8187532,0,0,0,0,362562,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,67,119,0,0,0,0,0,0,123
10449,12/31/2023 0:00:00,5090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
10461,12/31/2023 0:00:00,5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539366,0,0,0,0,272526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
10465,12/31/2023 0:00:00,5101,0,0,0,0,0,0,69308456,0,0,0,0,0,0,0,36734751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959910,0,0,0,109003117,0,0,0,0,0,2,12,0,0,0,0,0,0,0,2,0,2,2,2,10,0,0,12,14,486,565,0,0,0,0,0,0,153
10481,12/31/2023 0:00:00,5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,175
10502,12/31/2023 0:00:00,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59818,0,0,0,0,0,0,0,2439,2439,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0,3,6,123,0,0,1,2,0,0,3,188
10515,12/31/2023 0:00:00,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,42
10520,12/31/2023 0:00:00,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
10551,12/31/2023 0:00:00,5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
10572,12/31/2023 0:00:00,5158,0,0,0,0,0,0,15478182,0,0,0,0,0,0,0,619416,0,0,0,0,0,0,0,0,0,144577,0,0,0,0,2151959,0,0,0,20973050,0,0,0,0,2723493,11,68,0,0,0,0,2,17,2,37,9,68,77,2,0,4,14,2,79,331,318,0,0,0,0,0,0,70
10577,12/31/2023 0:00:00,5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187061,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
10580,12/31/2023 0:00:00,5165,0,0,0,0,0,0,628858,0,0,0,0,0,0,0,6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051,0,0,0,640960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
10585,12/31/2023 0:00:00,5168,0,0,0,0,0,0,5692540,0,0,0,0,0,0,0,3922128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322073,0,0,404683,13219101,0,0,0,0,2877677,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,198,364,0,0,0,0,0,0,260
10600,12/31/2023 0:00:00,5172,0,0,0,0,0,0,48174653,0,0,0,0,0,0,0,466413,0,0,0,0,0,0,0,0,0,1842820,0,0,0,0,2273689,0,0,5334698,74211065,0,0,0,0,17961612,45,2,0,0,0,0,16,0,13,2,39,2,41,6,0,7,0,6,47,1391,688,1,0,0,0,0,0,125
10613,12/31/2023 0:00:00,5178,0,0,0,0,0,0,157127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53949,0,0,1924455,2135531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,0,0,0,0,0,0,48
10614,12/31/2023 0:00:00,5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10623,12/31/2023 0:00:00,5184,0,0,0,0,0,0,1639612,0,0,0,0,0,0,0,634636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,0,0,13
10636,12/31/2023 0:00:00,5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10640,12/31/2023 0:00:00,5191,0,0,0,0,0,0,74659,0,0,0,0,0,0,0,1253322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157121,0,0,0,1783181,0,0,0,0,298079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,12,0,0,0,0,0,0,106
10648,12/31/2023 0:00:00,5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10666,12/31/2023 0:00:00,5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0,0,0,0,23
10671,12/31/2023 0:00:00,5209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4064488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4691919,0,0,0,0,627431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139,0,0,0,0,0,0,16
10676,12/31/2023 0:00:00,5210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,0,0,0,0,0,0,125
10684,12/31/2023 0:00:00,5212,0,0,0,0,0,0,7429771,0,0,0,0,0,0,0,1802163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434933,0,0,158777,10977382,0,0,0,0,1151738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,370,0,0,0,0,0,0,327
10687,12/31/2023 0:00:00,5213,0,0,0,0,0,0,1603676,0,0,0,0,0,0,0,6852325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269753,0,0,77206,12091594,0,0,0,0,3288634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,315,0,0,0,0,0,0,326
10690,12/31/2023 0:00:00,5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,25
10695,12/31/2023 0:00:00,5217,0,0,0,0,0,0,878129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,21,4,0,0,0,0,0,100
10696,12/31/2023 0:00:00,5218,0,0,0,0,0,0,58290177,0,0,0,0,0,0,0,79057324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16376745,0,0,1340856,181054746,0,0,0,0,25989644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,2021,0,0,0,0,0,0,855
10699,12/31/2023 0:00:00,5219,0,0,0,0,0,0,4226360,0,0,0,0,0,0,0,5118642,0,0,0,0,0,0,0,0,0,2101522,0,0,0,0,0,0,0,631140,9976142,0,0,0,0,0,133,1,3,48,0,0,26,1,2,0,39,1,39,40,0,4,0,94,134,476,144,1,7,3,0,0,10,793
10704,12/31/2023 0:00:00,5222,0,0,0,0,0,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28583,0,0,301093,333173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,155
10706,12/31/2023 0:00:00,5223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846820,0,0,0,9978138,0,0,0,0,1904422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,11,0,0,0,0,0,0,335
10709,12/31/2023 0:00:00,5225,0,0,0,0,0,0,552663106,0,0,0,0,0,0,0,166679529,0,0,0,0,0,0,0,0,0,54063993,0,0,0,0,37051664,0,0,7290148,894596041,0,0,0,0,130911594,595,28,2,95,0,0,125,0,299,0,490,0,490,8,10,56,0,130,623,2954,5575,180,0,0,0,18,18,2553
10720,12/31/2023 0:00:00,5230,0,0,0,0,0,0,102252,0,0,0,0,0,0,0,580878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,16
10728,12/31/2023 0:00:00,5235,0,0,0,0,0,0,823845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74263,901168,0,0,0,0,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,61,0,0,0,0,0,0,6
10729,12/31/2023 0:00:00,5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10739,12/31/2023 0:00:00,5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10741,12/31/2023 0:00:00,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10746,12/31/2023 0:00:00,5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44691,0,0,0,44691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10754,12/31/2023 0:00:00,5253,0,0,0,0,0,0,41890948,0,0,0,0,0,0,0,282859372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333804,329692668,0,0,0,0,1608544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390,1662,0,0,0,0,0,0,2620
10756,12/31/2023 0:00:00,5255,0,0,0,0,0,0,38860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45208,0,0,0,527303,0,0,0,0,443235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,5
10763,12/31/2023 0:00:00,5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
10772,12/31/2023 0:00:00,5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,100
10773,12/31/2023 0:00:00,5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10778,12/31/2023 0:00:00,5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48249,0,0,0,48249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10779,12/31/2023 0:00:00,5271,0,0,0,0,0,0,8217360,0,0,0,0,0,0,0,3191149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563606,14045320,0,0,0,0,1073205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,786,0,0,0,0,0,0,2285
10794,12/31/2023 0:00:00,5278,0,0,0,0,0,0,4268073,0,0,0,0,0,0,0,2365779,0,0,0,0,0,0,0,0,0,682914,0,0,0,0,407037,0,0,0,12448239,0,0,0,0,5407350,93,12,0,0,0,0,14,0,34,10,68,12,82,25,0,20,2,25,105,7053,261,0,0,0,0,0,0,3059
10799,12/31/2023 0:00:00,5282,0,0,0,0,0,0,1295160,0,0,0,0,0,0,0,1386180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149650,0,0,0,2830990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,0,0,0,0,0,0,61
10800,12/31/2023 0:00:00,5283,0,0,0,0,0,0,355863,0,0,0,0,0,0,0,4089401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,117,0,0,0,0,0,0,89
10803,12/31/2023 0:00:00,5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10832,12/31/2023 0:00:00,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10977166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37946,0,0,3919549,16670061,0,0,0,0,1735400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,1523
10857,12/31/2023 0:00:00,5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338554,338554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10859,12/31/2023 0:00:00,5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
10865,12/31/2023 0:00:00,5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10866,12/31/2023 0:00:00,5320,0,0,0,0,0,0,4005104,0,0,0,0,0,0,0,31350629,0,0,0,0,0,0,0,0,0,985879,0,0,0,0,91798,0,0,13416572,51403443,0,0,0,0,2539340,75,0,2,12,0,0,33,0,17,0,51,0,51,10,0,0,0,24,75,362,233,0,0,0,0,0,0,687
10880,12/31/2023 0:00:00,5324,0,0,0,0,0,0,2385325,0,0,0,0,0,0,0,6733548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9345850,0,0,0,0,226977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,150,0,0,0,0,0,0,275
10882,12/31/2023 0:00:00,5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12
10898,12/31/2023 0:00:00,5333,0,0,0,0,0,0,21740240,0,0,0,0,0,0,0,9066030,0,0,0,0,0,0,0,0,0,55913,0,0,0,0,0,0,0,773877,38504026,0,0,0,0,6923879,16,22,0,0,0,0,6,5,0,6,6,22,28,10,0,0,11,10,38,4270,406,0,0,0,0,0,0,420
10904,12/31/2023 0:00:00,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957472,2052486,0,0,0,0,95014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,14,0,0,0,0,0,0,52
10913,12/31/2023 0:00:00,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8152426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071707,0,0,0,9834950,0,0,0,0,610817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,19,0,0,0,0,0,0,42
10920,12/31/2023 0:00:00,5344,0,0,0,0,0,0,68600827,0,0,0,0,0,0,0,160029122,0,0,0,0,0,0,0,0,0,73924315,0,0,0,0,680997,0,0,0,252191773,0,0,0,0,22880827,713,2,0,403,0,0,41,1,62,1,200,2,202,110,0,81,0,513,715,4308,3738,0,0,0,0,0,0,3680
10933,12/31/2023 0:00:00,5349,0,0,0,0,0,0,4889600,0,0,0,0,0,0,0,25575389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30464989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,445,12,0,0,0,0,0,1315
10938,12/31/2023 0:00:00,5352,0,0,0,0,0,0,321995,0,0,0,0,0,0,0,1412142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9971,0,0,40151,2697224,0,0,0,0,912965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,0,0,0,0,0,0,61
10939,12/31/2023 0:00:00,5353,0,0,0,0,0,0,12377054,0,0,0,0,0,0,0,9056502,0,0,0,0,0,0,0,0,0,44072,0,0,0,0,325165,0,0,304337,25207558,0,0,0,0,3144500,12,6,0,0,0,0,5,6,0,0,8,6,14,4,0,3,0,4,18,3651,645,0,0,0,0,0,0,1619
10954,12/31/2023 0:00:00,5362,0,0,0,0,0,0,2068318,0,0,0,0,0,0,0,3486725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253,0,0,0,5570234,0,0,0,0,8938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,92,0,0,0,0,0,0,16
10958,12/31/2023 0:00:00,5364,0,0,0,0,0,0,4236988,0,0,0,0,0,0,0,5619097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154568,0,0,0,10010653,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,8,8,0,0,0,0,0,8,126,171,0,0,0,7,0,7,89
10973,12/31/2023 0:00:00,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,360,9,0,0,0,0,0,0,39
10994,12/31/2023 0:00:00,5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7231867,0,0,0,0,1379296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,262
11005,12/31/2023 0:00:00,5383,0,0,0,0,0,0,3775338,0,0,0,0,0,0,0,2774019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332525,0,0,0,7077397,0,0,0,0,195515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,80,1,0,0,0,0,0,4
11011,12/31/2023 0:00:00,5384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625850,0,0,0,0,625850,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,5,179,35,16,0,0,0,0,0,416
11014,12/31/2023 0:00:00,5387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11030,12/31/2023 0:00:00,5394,0,0,0,0,0,0,119252,0,0,0,0,0,0,0,930717,0,0,0,0,0,0,0,0,0,8295115,0,0,0,0,107547,0,0,111888,1537129,0,0,0,0,267725,352,10,0,0,0,0,2,0,17,2,78,10,88,61,0,3,0,274,362,212,1,0,56,213,0,0,269,254
11032,12/31/2023 0:00:00,5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,16,0,0,0,0,0,0,137
11045,12/31/2023 0:00:00,5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
11056,12/31/2023 0:00:00,5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,0,0,0,0,0,0,55
11057,12/31/2023 0:00:00,5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7008588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7097382,0,0,0,0,88794,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,11,0,0,0,0,0,0,0,1380
11065,12/31/2023 0:00:00,5417,0,0,0,0,0,0,490466178,0,0,0,0,0,0,0,766212112,0,0,0,0,0,0,0,0,0,17364590,0,0,0,0,140809962,0,0,210417997,1922266887,0,0,0,0,314360638,507,0,3,61,0,0,151,0,211,0,407,0,407,36,0,38,0,100,507,24779,9215,11,0,0,0,0,0,21141
11067,12/31/2023 0:00:00,5418,0,0,0,0,0,0,321223,0,0,0,0,0,0,0,1559219,0,0,0,0,0,0,0,0,0,94002,0,0,0,0,342004,0,0,0,3045761,0,0,0,0,823315,94,0,0,3,0,0,0,0,8,0,13,0,13,77,0,2,0,81,94,269,8,49,3,1,0,0,4,385
11099,12/31/2023 0:00:00,5436,0,0,0,0,0,0,10367375,0,0,0,0,0,0,0,14627580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456417,0,0,0,25451372,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,17,17,0,4,0,0,4,21,129,274,0,0,0,7,0,7,32
11111,12/31/2023 0:00:00,5443,0,0,0,0,0,0,48327795,0,0,0,0,0,0,0,32165281,0,0,0,0,0,0,0,0,0,62312517,0,0,0,0,2042315,0,0,4047974,104050373,0,0,0,0,17467008,831,0,9,110,0,0,120,0,193,0,541,0,554,171,0,185,0,290,831,1402,1044,0,10,0,0,0,10,273
11123,12/31/2023 0:00:00,5451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
11144,12/31/2023 0:00:00,5461,0,0,0,0,0,0,14854564,0,0,0,0,0,0,0,6942255,0,0,0,0,0,0,0,0,0,582973,0,0,0,0,90341,0,0,0,28328437,0,0,0,0,6441277,28,3,0,0,0,0,5,1,4,0,11,3,14,17,0,2,2,17,31,4348,383,0,0,0,0,0,0,1978
11146,12/31/2023 0:00:00,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
